dataset,task,view,repetition,held_out_group,n_target_trials,n_target_unique_stimuli,trial_weighted_overlap_fraction,unique_stimulus_overlap_fraction,n_fallback_trials,fallback_trial_fraction,source_participants_per_target_stimulus_min,source_participants_per_target_stimulus_median,source_participants_per_target_stimulus_mean,source_participants_per_target_stimulus_max,source_trials_per_target_stimulus_min,source_trials_per_target_stimulus_median,source_trials_per_target_stimulus_mean,source_trials_per_target_stimulus_max
IDARE,arousal,A_LOPO,0,sbj_P_27,29,29,1.0,1.0,0,0.0,48.0,55.0,55.13793103448276,62.0,48.0,55.0,55.13793103448276,62.0
IDARE,arousal,A_LOPO,0,sbj_P_28,32,32,1.0,1.0,0,0.0,48.0,55.5,55.21875,62.0,48.0,55.5,55.21875,62.0
IDARE,arousal,A_LOPO,0,sbj_P_29,31,31,1.0,1.0,0,0.0,48.0,56.0,55.25806451612903,62.0,48.0,56.0,55.25806451612903,62.0
IDARE,arousal,A_LOPO,0,sbj_P_30,30,30,1.0,1.0,0,0.0,48.0,55.5,55.233333333333334,62.0,48.0,55.5,55.233333333333334,62.0
IDARE,arousal,A_LOPO,0,sbj_P_31,29,29,1.0,1.0,0,0.0,48.0,56.0,55.6551724137931,62.0,48.0,56.0,55.6551724137931,62.0
IDARE,arousal,A_LOPO,0,sbj_P_32,28,28,1.0,1.0,0,0.0,48.0,55.5,55.32142857142857,62.0,48.0,55.5,55.32142857142857,62.0
IDARE,arousal,A_LOPO,0,sbj_P_33,24,24,1.0,1.0,0,0.0,48.0,56.0,55.625,62.0,48.0,56.0,55.625,62.0
IDARE,arousal,A_LOPO,0,sbj_P_34,29,29,1.0,1.0,0,0.0,48.0,56.0,55.3448275862069,62.0,48.0,56.0,55.3448275862069,62.0
IDARE,arousal,A_LOPO,0,sbj_P_35,25,25,1.0,1.0,0,0.0,48.0,56.0,55.6,62.0,48.0,56.0,55.6,62.0
IDARE,arousal,A_LOPO,0,sbj_P_36,27,27,1.0,1.0,0,0.0,49.0,56.0,55.96296296296296,62.0,49.0,56.0,55.96296296296296,62.0
IDARE,arousal,A_LOPO,0,sbj_P_37,20,20,1.0,1.0,0,0.0,48.0,56.0,55.95,62.0,48.0,56.0,55.95,62.0
IDARE,arousal,A_LOPO,0,sbj_P_38,26,26,1.0,1.0,0,0.0,48.0,56.0,55.61538461538461,62.0,48.0,56.0,55.61538461538461,62.0
IDARE,arousal,A_LOPO,0,sbj_P_39,31,31,1.0,1.0,0,0.0,48.0,56.0,55.45161290322581,62.0,48.0,56.0,55.45161290322581,62.0
IDARE,arousal,A_LOPO,0,sbj_P_40,30,30,1.0,1.0,0,0.0,48.0,55.5,55.36666666666667,62.0,48.0,55.5,55.36666666666667,62.0
IDARE,arousal,A_LOPO,0,sbj_P_41,32,32,1.0,1.0,0,0.0,48.0,55.5,55.21875,62.0,48.0,55.5,55.21875,62.0
IDARE,arousal,A_LOPO,0,sbj_P_42,29,29,1.0,1.0,0,0.0,48.0,56.0,55.48275862068966,62.0,48.0,56.0,55.48275862068966,62.0
IDARE,arousal,A_LOPO,0,sbj_P_43,26,26,1.0,1.0,0,0.0,48.0,56.0,56.19230769230769,62.0,48.0,56.0,56.19230769230769,62.0
IDARE,arousal,A_LOPO,0,sbj_P_44,30,30,1.0,1.0,0,0.0,48.0,55.0,55.13333333333333,62.0,48.0,55.0,55.13333333333333,62.0
IDARE,arousal,A_LOPO,0,sbj_P_45,25,25,1.0,1.0,0,0.0,51.0,56.0,56.52,62.0,51.0,56.0,56.52,62.0
IDARE,arousal,A_LOPO,0,sbj_P_46,30,30,1.0,1.0,0,0.0,48.0,56.0,55.5,62.0,48.0,56.0,55.5,62.0
IDARE,arousal,A_LOPO,0,sbj_P_47,26,26,1.0,1.0,0,0.0,48.0,56.0,55.80769230769231,62.0,48.0,56.0,55.80769230769231,62.0
IDARE,arousal,A_LOPO,0,sbj_P_48,27,27,1.0,1.0,0,0.0,48.0,56.0,55.888888888888886,62.0,48.0,56.0,55.888888888888886,62.0
IDARE,arousal,A_LOPO,0,sbj_P_49,28,28,1.0,1.0,0,0.0,48.0,55.5,55.392857142857146,62.0,48.0,55.5,55.392857142857146,62.0
IDARE,arousal,A_LOPO,0,sbj_P_50,29,29,1.0,1.0,0,0.0,48.0,56.0,55.48275862068966,62.0,48.0,56.0,55.48275862068966,62.0
IDARE,arousal,A_LOPO,0,sbj_P_52,29,29,1.0,1.0,0,0.0,48.0,56.0,55.51724137931034,62.0,48.0,56.0,55.51724137931034,62.0
IDARE,arousal,A_LOPO,0,sbj_P_53,27,27,1.0,1.0,0,0.0,48.0,56.0,55.51851851851852,62.0,48.0,56.0,55.51851851851852,62.0
IDARE,arousal,A_LOPO,0,sbj_P_54,23,23,1.0,1.0,0,0.0,48.0,55.0,55.56521739130435,62.0,48.0,55.0,55.56521739130435,62.0
IDARE,arousal,A_LOPO,0,sbj_P_55,29,29,1.0,1.0,0,0.0,48.0,55.0,55.275862068965516,62.0,48.0,55.0,55.275862068965516,62.0
IDARE,arousal,A_LOPO,0,sbj_P_56,30,30,1.0,1.0,0,0.0,48.0,56.0,55.53333333333333,62.0,48.0,56.0,55.53333333333333,62.0
IDARE,arousal,A_LOPO,0,sbj_P_57,24,24,1.0,1.0,0,0.0,48.0,56.5,56.25,62.0,48.0,56.5,56.25,62.0
IDARE,arousal,A_LOPO,0,sbj_P_58,31,31,1.0,1.0,0,0.0,48.0,56.0,55.354838709677416,62.0,48.0,56.0,55.354838709677416,62.0
IDARE,arousal,A_LOPO,0,sbj_P_59,28,28,1.0,1.0,0,0.0,48.0,56.0,55.42857142857143,62.0,48.0,56.0,55.42857142857143,62.0
IDARE,arousal,A_LOPO,0,sbj_P_60,30,30,1.0,1.0,0,0.0,48.0,56.0,55.46666666666667,62.0,48.0,56.0,55.46666666666667,62.0
IDARE,arousal,A_LOPO,0,sbj_P_61,31,31,1.0,1.0,0,0.0,48.0,55.0,55.16129032258065,62.0,48.0,55.0,55.16129032258065,62.0
IDARE,arousal,A_LOPO,0,sbj_P_62,32,32,1.0,1.0,0,0.0,48.0,55.5,55.21875,62.0,48.0,55.5,55.21875,62.0
IDARE,arousal,A_LOPO,0,sbj_P_63,31,31,1.0,1.0,0,0.0,48.0,56.0,55.354838709677416,62.0,48.0,56.0,55.354838709677416,62.0
IDARE,arousal,A_LOPO,0,sbj_P_64,27,27,1.0,1.0,0,0.0,48.0,56.0,55.77777777777778,62.0,48.0,56.0,55.77777777777778,62.0
IDARE,arousal,A_LOPO,0,sbj_P_65,30,30,1.0,1.0,0,0.0,48.0,55.5,55.2,62.0,48.0,55.5,55.2,62.0
IDARE,arousal,B_SUBJECT_FOLD,0,0,593,32,1.0,1.0,0,0.0,32.0,37.5,37.6875,42.0,32.0,37.5,37.6875,42.0
IDARE,arousal,B_SUBJECT_FOLD,0,1,596,32,1.0,1.0,0,0.0,32.0,38.0,37.59375,42.0,32.0,38.0,37.59375,42.0
IDARE,arousal,B_SUBJECT_FOLD,0,2,610,32,1.0,1.0,0,0.0,32.0,37.0,37.15625,42.0,32.0,37.0,37.15625,42.0
IDARE,valence,A_LOPO,0,sbj_P_01,27,27,1.0,1.0,0,0.0,24.0,56.0,52.407407407407405,62.0,24.0,56.0,52.407407407407405,62.0
IDARE,valence,A_LOPO,0,sbj_P_02,29,29,1.0,1.0,0,0.0,24.0,56.0,51.3448275862069,62.0,24.0,56.0,51.3448275862069,62.0
IDARE,valence,A_LOPO,0,sbj_P_03,27,27,1.0,1.0,0,0.0,31.0,58.0,53.0,62.0,31.0,58.0,53.0,62.0
IDARE,valence,A_LOPO,0,sbj_P_05,31,31,1.0,1.0,0,0.0,24.0,55.0,51.32258064516129,62.0,24.0,55.0,51.32258064516129,62.0
IDARE,valence,A_LOPO,0,sbj_P_06,30,30,1.0,1.0,0,0.0,24.0,55.5,51.6,62.0,24.0,55.5,51.6,62.0
IDARE,valence,A_LOPO,0,sbj_P_07,25,25,1.0,1.0,0,0.0,32.0,58.0,55.08,62.0,32.0,58.0,55.08,62.0
IDARE,valence,A_LOPO,0,sbj_P_08,30,30,1.0,1.0,0,0.0,24.0,55.5,52.4,62.0,24.0,55.5,52.4,62.0
IDARE,valence,A_LOPO,0,sbj_P_09,31,31,1.0,1.0,0,0.0,24.0,55.0,51.193548387096776,62.0,24.0,55.0,51.193548387096776,62.0
IDARE,valence,A_LOPO,0,sbj_P_10,26,26,1.0,1.0,0,0.0,32.0,58.0,54.92307692307692,62.0,32.0,58.0,54.92307692307692,62.0
IDARE,valence,A_LOPO,0,sbj_P_11,28,28,1.0,1.0,0,0.0,24.0,57.0,53.42857142857143,62.0,24.0,57.0,53.42857142857143,62.0
IDARE,valence,A_LOPO,0,sbj_P_12,22,22,1.0,1.0,0,0.0,39.0,58.0,55.5,62.0,39.0,58.0,55.5,62.0
IDARE,valence,A_LOPO,0,sbj_P_13,24,24,1.0,1.0,0,0.0,31.0,58.0,53.916666666666664,62.0,31.0,58.0,53.916666666666664,62.0
IDARE,valence,A_LOPO,0,sbj_P_14,23,23,1.0,1.0,0,0.0,39.0,58.0,56.30434782608695,62.0,39.0,58.0,56.30434782608695,62.0
IDARE,valence,A_LOPO,0,sbj_P_15,23,23,1.0,1.0,0,0.0,37.0,58.0,55.04347826086956,62.0,37.0,58.0,55.04347826086956,62.0
IDARE,valence,A_LOPO,0,sbj_P_16,26,26,1.0,1.0,0,0.0,31.0,57.0,53.80769230769231,62.0,31.0,57.0,53.80769230769231,62.0
IDARE,valence,A_LOPO,0,sbj_P_17,27,27,1.0,1.0,0,0.0,28.0,56.0,52.44444444444444,62.0,28.0,56.0,52.44444444444444,62.0
IDARE,valence,A_LOPO,0,sbj_P_18,25,25,1.0,1.0,0,0.0,31.0,58.0,54.72,62.0,31.0,58.0,54.72,62.0
IDARE,valence,A_LOPO,0,sbj_P_19,23,23,1.0,1.0,0,0.0,28.0,56.0,53.30434782608695,62.0,28.0,56.0,53.30434782608695,62.0
IDARE,valence,A_LOPO,0,sbj_P_20,27,27,1.0,1.0,0,0.0,31.0,58.0,53.592592592592595,62.0,31.0,58.0,53.592592592592595,62.0
IDARE,valence,A_LOPO,0,sbj_P_21,29,29,1.0,1.0,0,0.0,28.0,56.0,52.689655172413794,62.0,28.0,56.0,52.689655172413794,62.0
IDARE,valence,A_LOPO,0,sbj_P_22,21,21,1.0,1.0,0,0.0,28.0,59.0,55.19047619047619,62.0,28.0,59.0,55.19047619047619,62.0
IDARE,valence,A_LOPO,0,sbj_P_23,26,26,1.0,1.0,0,0.0,28.0,58.0,53.96153846153846,62.0,28.0,58.0,53.96153846153846,62.0
IDARE,valence,A_LOPO,0,sbj_P_24,21,21,1.0,1.0,0,0.0,32.0,58.0,54.666666666666664,62.0,32.0,58.0,54.666666666666664,62.0
IDARE,valence,A_LOPO,0,sbj_P_25,28,28,1.0,1.0,0,0.0,24.0,57.0,51.32142857142857,62.0,24.0,57.0,51.32142857142857,62.0
IDARE,valence,A_LOPO,0,sbj_P_26,27,27,1.0,1.0,0,0.0,28.0,56.0,52.77777777777778,62.0,28.0,56.0,52.77777777777778,62.0
IDARE,valence,A_LOPO,0,sbj_P_27,31,31,1.0,1.0,0,0.0,24.0,55.0,51.54838709677419,62.0,24.0,55.0,51.54838709677419,62.0
IDARE,valence,A_LOPO,0,sbj_P_28,25,25,1.0,1.0,0,0.0,32.0,58.0,54.28,62.0,32.0,58.0,54.28,62.0
IDARE,valence,A_LOPO,0,sbj_P_29,27,27,1.0,1.0,0,0.0,28.0,58.0,54.074074074074076,62.0,28.0,58.0,54.074074074074076,62.0
IDARE,valence,A_LOPO,0,sbj_P_30,30,30,1.0,1.0,0,0.0,24.0,55.5,51.86666666666667,62.0,24.0,55.5,51.86666666666667,62.0
IDARE,valence,A_LOPO,0,sbj_P_31,29,29,1.0,1.0,0,0.0,28.0,56.0,53.172413793103445,62.0,28.0,56.0,53.172413793103445,62.0
IDARE,valence,A_LOPO,0,sbj_P_32,25,25,1.0,1.0,0,0.0,24.0,58.0,54.24,62.0,24.0,58.0,54.24,62.0
IDARE,valence,A_LOPO,0,sbj_P_33,25,25,1.0,1.0,0,0.0,31.0,58.0,55.32,62.0,31.0,58.0,55.32,62.0
IDARE,valence,A_LOPO,0,sbj_P_34,24,24,1.0,1.0,0,0.0,31.0,58.0,53.041666666666664,62.0,31.0,58.0,53.041666666666664,62.0
IDARE,valence,A_LOPO,0,sbj_P_35,25,25,1.0,1.0,0,0.0,31.0,58.0,55.48,62.0,31.0,58.0,55.48,62.0
IDARE,valence,A_LOPO,0,sbj_P_36,28,28,1.0,1.0,0,0.0,31.0,57.0,53.107142857142854,62.0,31.0,57.0,53.107142857142854,62.0
IDARE,valence,A_LOPO,0,sbj_P_37,21,21,1.0,1.0,0,0.0,32.0,59.0,56.42857142857143,62.0,32.0,59.0,56.42857142857143,62.0
IDARE,valence,A_LOPO,0,sbj_P_38,30,30,1.0,1.0,0,0.0,24.0,55.5,51.13333333333333,62.0,24.0,55.5,51.13333333333333,62.0
IDARE,valence,A_LOPO,0,sbj_P_39,28,28,1.0,1.0,0,0.0,24.0,57.0,53.142857142857146,62.0,24.0,57.0,53.142857142857146,62.0
IDARE,valence,A_LOPO,0,sbj_P_40,30,30,1.0,1.0,0,0.0,24.0,55.0,51.733333333333334,62.0,24.0,55.0,51.733333333333334,62.0
IDARE,valence,A_LOPO,0,sbj_P_41,20,20,1.0,1.0,0,0.0,24.0,56.5,53.8,62.0,24.0,56.5,53.8,62.0
IDARE,valence,A_LOPO,0,sbj_P_42,30,30,1.0,1.0,0,0.0,24.0,55.5,52.53333333333333,62.0,24.0,55.5,52.53333333333333,62.0
IDARE,valence,A_LOPO,0,sbj_P_43,28,28,1.0,1.0,0,0.0,24.0,57.0,53.142857142857146,62.0,24.0,57.0,53.142857142857146,62.0
IDARE,valence,A_LOPO,0,sbj_P_44,22,22,1.0,1.0,0,0.0,28.0,58.5,55.59090909090909,62.0,28.0,58.5,55.59090909090909,62.0
IDARE,valence,A_LOPO,0,sbj_P_45,26,26,1.0,1.0,0,0.0,24.0,58.0,53.88461538461539,62.0,24.0,58.0,53.88461538461539,62.0
IDARE,valence,A_LOPO,0,sbj_P_46,29,29,1.0,1.0,0,0.0,28.0,56.0,52.55172413793103,62.0,28.0,56.0,52.55172413793103,62.0
IDARE,valence,A_LOPO,0,sbj_P_47,28,28,1.0,1.0,0,0.0,24.0,57.0,52.107142857142854,62.0,24.0,57.0,52.107142857142854,62.0
IDARE,valence,A_LOPO,0,sbj_P_48,25,25,1.0,1.0,0,0.0,39.0,58.0,55.52,62.0,39.0,58.0,55.52,62.0
IDARE,valence,A_LOPO,0,sbj_P_49,21,21,1.0,1.0,0,0.0,28.0,58.0,55.42857142857143,62.0,28.0,58.0,55.42857142857143,62.0
IDARE,valence,A_LOPO,0,sbj_P_50,30,30,1.0,1.0,0,0.0,31.0,55.5,52.766666666666666,62.0,31.0,55.5,52.766666666666666,62.0
IDARE,valence,A_LOPO,0,sbj_P_52,28,28,1.0,1.0,0,0.0,28.0,57.0,52.214285714285715,62.0,28.0,57.0,52.214285714285715,62.0
IDARE,valence,A_LOPO,0,sbj_P_53,28,28,1.0,1.0,0,0.0,28.0,57.0,53.357142857142854,62.0,28.0,57.0,53.357142857142854,62.0
IDARE,valence,A_LOPO,0,sbj_P_54,27,27,1.0,1.0,0,0.0,28.0,56.0,52.77777777777778,62.0,28.0,56.0,52.77777777777778,62.0
IDARE,valence,A_LOPO,0,sbj_P_55,21,21,1.0,1.0,0,0.0,39.0,58.0,55.714285714285715,62.0,39.0,58.0,55.714285714285715,62.0
IDARE,valence,A_LOPO,0,sbj_P_56,31,31,1.0,1.0,0,0.0,24.0,55.0,51.193548387096776,62.0,24.0,55.0,51.193548387096776,62.0
IDARE,valence,A_LOPO,0,sbj_P_57,27,27,1.0,1.0,0,0.0,24.0,58.0,53.44444444444444,62.0,24.0,58.0,53.44444444444444,62.0
IDARE,valence,A_LOPO,0,sbj_P_58,27,27,1.0,1.0,0,0.0,24.0,58.0,53.96296296296296,62.0,24.0,58.0,53.96296296296296,62.0
IDARE,valence,A_LOPO,0,sbj_P_59,27,27,1.0,1.0,0,0.0,24.0,58.0,53.370370370370374,62.0,24.0,58.0,53.370370370370374,62.0
IDARE,valence,A_LOPO,0,sbj_P_60,25,25,1.0,1.0,0,0.0,32.0,58.0,55.16,62.0,32.0,58.0,55.16,62.0
IDARE,valence,A_LOPO,0,sbj_P_61,30,30,1.0,1.0,0,0.0,24.0,55.5,52.4,62.0,24.0,55.5,52.4,62.0
IDARE,valence,A_LOPO,0,sbj_P_62,29,29,1.0,1.0,0,0.0,24.0,56.0,52.10344827586207,62.0,24.0,56.0,52.10344827586207,62.0
IDARE,valence,A_LOPO,0,sbj_P_63,25,25,1.0,1.0,0,0.0,32.0,58.0,54.72,62.0,32.0,58.0,54.72,62.0
IDARE,valence,A_LOPO,0,sbj_P_64,21,21,1.0,1.0,0,0.0,32.0,58.0,55.04761904761905,62.0,32.0,58.0,55.04761904761905,62.0
IDARE,valence,A_LOPO,0,sbj_P_65,28,28,1.0,1.0,0,0.0,31.0,57.0,53.535714285714285,62.0,31.0,57.0,53.535714285714285,62.0
IDARE,valence,B_SUBJECT_FOLD,0,0,545,32,1.0,1.0,0,0.0,17.0,38.0,35.0625,42.0,17.0,38.0,35.0625,42.0
IDARE,valence,B_SUBJECT_FOLD,0,1,545,32,1.0,1.0,0,0.0,16.0,37.5,35.0625,42.0,16.0,37.5,35.0625,42.0
IDARE,valence,B_SUBJECT_FOLD,0,2,577,32,1.0,1.0,0,0.0,17.0,36.5,34.0625,42.0,17.0,36.5,34.0625,42.0
