modality,task,subject_id,fold_id,rating_column,n,rating_mean,rating_std,rating_min,rating_max,exact_midpoint_fraction,near_midpoint_fraction,discard_midpoint_n_valid,discard_midpoint_prop_high,discard_midpoint_n_high,discard_midpoint_n_low,midpoint_as_low_n_valid,midpoint_as_low_prop_high,midpoint_as_low_n_high,midpoint_as_low_n_low,midpoint_as_high_n_valid,midpoint_as_high_prop_high,midpoint_as_high_n_high,midpoint_as_high_n_low,discard_midpoint_abs_subject_prop_skew,midpoint_as_low_abs_subject_prop_skew,midpoint_as_high_abs_subject_prop_skew,mean_prediction_error_rate,max_prediction_error_rate,mean_true_prop_high
EEG,arousal,39,3,arousal_score,32,3.84375,2.9379986278928043,1.0,9.0,0.03125,0.03125,31,0.2903225806451613,9,22,32,0.28125,9,23,32,0.3125,10,22,0.09325780505157694,0.059523809523809534,0.13591269841269843,0.5985383064516129,0.75,0.2991431451612903
EEG,arousal,40,4,arousal_score,32,5.375,3.059309562630104,1.0,9.0,0.0625,0.0625,30,0.5666666666666667,17,13,32,0.53125,17,15,32,0.59375,19,13,0.1830862809699284,0.19047619047619047,0.14533730158730157,0.4953125,0.546875,0.5713541666666666
EEG,arousal,41,6,arousal_score,32,2.375,0.81967981553775,1.0,4.0,0.0,0.0,32,0.0,0,32,32,0.0,0,32,32,0.0,0,32,0.38358038569673825,0.34077380952380953,0.44841269841269843,0.40625,0.546875,0.0
EEG,arousal,42,4,arousal_score,32,6.34375,2.2584476831443316,2.0,9.0,0.09375,0.09375,29,0.7586206896551724,22,7,32,0.6875,22,10,32,0.78125,25,7,0.37504030395843413,0.34672619047619047,0.33283730158730157,0.5641163793103449,0.65625,0.7521551724137931
EEG,arousal,43,1,arousal_score,32,4.1875,3.0045538354304786,1.0,9.0,0.1875,0.1875,26,0.38461538461538464,10,16,32,0.3125,10,22,32,0.5,16,16,0.0010349989186463904,0.028273809523809534,0.05158730158730157,0.5321514423076923,0.671875,0.42427884615384615
EEG,arousal,44,2,arousal_score,32,3.8125,2.8111107680061274,1.0,9.0,0.0625,0.0625,30,0.3333333333333333,10,20,32,0.3125,10,22,32,0.375,12,20,0.05024705236340493,0.028273809523809534,0.07341269841269843,0.4203125,0.484375,0.3489583333333333
EEG,arousal,45,3,arousal_score,32,4.6875,1.6665364532466729,2.0,8.0,0.21875,0.21875,25,0.44,11,14,32,0.34375,11,21,32,0.5625,18,14,0.056419614303261756,0.0029761904761904656,0.11408730158730157,0.46484375,0.5,0.4771875
EEG,arousal,46,2,arousal_score,32,4.40625,1.885128891481959,1.0,8.0,0.0625,0.0625,30,0.4,12,18,32,0.375,12,20,32,0.4375,14,18,0.016419614303261776,0.034226190476190466,0.01091269841269843,0.45625,0.5,0.4125
EEG,arousal,47,3,arousal_score,32,4.96875,2.7780880903059932,1.0,9.0,0.1875,0.1875,26,0.5769230769230769,15,11,32,0.46875,15,17,32,0.65625,21,11,0.19334269122633863,0.12797619047619047,0.20783730158730157,0.4861778846153846,0.5384615384615384,0.5895432692307692
EEG,arousal,48,3,arousal_score,32,4.40625,2.1485369295173866,1.0,8.0,0.15625,0.15625,27,0.4074074074074074,11,16,32,0.34375,11,21,32,0.5,16,16,0.02382702171066914,0.0029761904761904656,0.05158730158730157,0.5060763888888888,0.5625,0.43778935185185186
EEG,arousal,49,2,arousal_score,32,2.65625,1.3831434985206705,1.0,6.0,0.125,0.125,28,0.03571428571428571,1,27,32,0.03125,1,31,32,0.15625,5,27,0.34786609998245255,0.30952380952380953,0.29216269841269843,0.21875,0.28125,0.09486607142857142
EEG,arousal,50,6,arousal_score,32,4.28125,2.6485181588012567,1.0,9.0,0.09375,0.09375,29,0.41379310344827586,12,17,32,0.375,12,20,32,0.46875,15,17,0.03021271775153761,0.034226190476190466,0.02033730158730157,0.4835668103448276,0.5625,0.43157327586206895
EEG,arousal,52,3,arousal_score,32,4.8125,2.1277555663186503,1.0,9.0,0.09375,0.09375,29,0.4827586206896552,14,15,32,0.4375,14,18,32,0.53125,17,15,0.09917823499291695,0.09672619047619047,0.08283730158730157,0.4519127155172414,0.453125,0.4956896551724138
EEG,arousal,53,4,arousal_score,32,3.96875,2.1863836437139756,1.0,7.0,0.15625,0.15625,27,0.37037037037037035,10,17,32,0.3125,10,22,32,0.46875,15,17,0.013210015326367897,0.028273809523809534,0.02033730158730157,0.4751157407407407,0.53125,0.40509259259259256
EEG,arousal,54,1,arousal_score,32,4.4375,2.1928505991061042,1.0,8.0,0.28125,0.28125,23,0.4782608695652174,11,12,32,0.34375,11,21,32,0.625,20,12,0.09468048386847916,0.0029761904761904656,0.17658730158730157,0.4329144021739131,0.46875,0.5180027173913043
EEG,arousal,55,4,arousal_score,32,2.09375,1.2338804388999771,1.0,5.0,0.09375,0.09375,29,0.0,0,29,32,0.0,0,32,32,0.09375,3,29,0.38358038569673825,0.34077380952380953,0.35466269841269843,0.26697198275862066,0.375,0.046875
EEG,arousal,56,5,arousal_score,32,4.84375,2.4762544169571914,1.0,9.0,0.0625,0.0625,30,0.4666666666666667,14,16,32,0.4375,14,18,32,0.5,16,16,0.08308628096992843,0.09672619047619047,0.05158730158730157,0.51953125,0.5625,0.4760416666666667
EEG,arousal,57,3,arousal_score,32,4.40625,2.1485369295173866,1.0,8.0,0.25,0.25,24,0.3333333333333333,8,16,32,0.25,8,24,32,0.5,16,16,0.05024705236340493,0.09077380952380953,0.05158730158730157,0.46614583333333337,0.546875,0.3958333333333333
EEG,arousal,58,1,arousal_score,32,3.21875,2.3416657399167797,1.0,8.0,0.03125,0.03125,31,0.25806451612903225,8,23,32,0.25,8,24,32,0.28125,9,23,0.125515869567706,0.09077380952380953,0.16716269841269843,0.4608114919354839,0.5,0.26764112903225806
EEG,arousal,59,1,arousal_score,32,5.53125,2.1648379702647493,2.0,8.0,0.125,0.125,28,0.6785714285714286,19,9,32,0.59375,19,13,32,0.71875,23,9,0.29499104287469036,0.25297619047619047,0.27033730158730157,0.4363839285714286,0.515625,0.6774553571428572
EEG,arousal,60,5,arousal_score,32,5.53125,3.201409601644251,1.0,9.0,0.0625,0.0625,30,0.6,18,12,32,0.5625,18,14,32,0.625,20,12,0.21641961430326173,0.22172619047619047,0.17658730158730157,0.5236979166666667,0.578125,0.603125
EEG,arousal,61,4,arousal_score,32,3.4375,2.9040650388722358,1.0,9.0,0.03125,0.03125,31,0.25806451612903225,8,23,32,0.25,8,24,32,0.28125,9,23,0.125515869567706,0.09077380952380953,0.16716269841269843,0.38936491935483875,0.546875,0.26764112903225806
EEG,arousal,62,3,arousal_score,32,3.9375,3.1017887984193897,1.0,9.0,0.0,0.0,32,0.34375,11,21,32,0.34375,11,21,32,0.34375,11,21,0.039830385696738246,0.0029761904761904656,0.10466269841269843,0.49609375,0.546875,0.34375
EEG,arousal,63,2,arousal_score,32,4.03125,3.1867339765816665,1.0,9.0,0.03125,0.03125,31,0.3548387096774194,11,20,32,0.34375,11,21,32,0.375,12,20,0.028741676019318874,0.0029761904761904656,0.07341269841269843,0.4639616935483871,0.59375,0.36214717741935487
EEG,arousal,64,5,arousal_score,32,4.4375,2.3310070248714396,1.0,9.0,0.15625,0.15625,27,0.4074074074074074,11,16,32,0.34375,11,21,32,0.5,16,16,0.02382702171066914,0.0029761904761904656,0.05158730158730157,0.5554108796296297,0.671875,0.43778935185185186
EEG,arousal,65,1,arousal_score,32,3.28125,3.0744346533143294,1.0,9.0,0.0625,0.0625,30,0.26666666666666666,8,22,32,0.25,8,24,32,0.3125,10,22,0.11691371903007158,0.09077380952380953,0.13591269841269843,0.5182291666666666,0.59375,0.28541666666666665
EMG,valence,1,4,valence_score,32,4.46875,2.4746764308692963,1.0,9.0,0.15625,0.15625,27,0.4444444444444444,12,15,32,0.375,12,20,32,0.53125,17,15,0.06859089799114793,0.04910714285714285,0.06597222222222221,0.5373263888888888,0.5625,0.4704861111111111
EMG,valence,2,2,valence_score,32,4.53125,2.839282204624965,1.0,9.0,0.09375,0.09375,29,0.4482758620689655,13,16,32,0.40625,13,19,32,0.5,16,16,0.06475948036662682,0.01785714285714285,0.09722222222222221,0.5043103448275862,0.5172413793103448,0.4636314655172414
EMG,valence,3,4,valence_score,32,4.71875,2.6485181588012567,1.0,9.0,0.15625,0.15625,27,0.4444444444444444,12,15,32,0.375,12,20,32,0.53125,17,15,0.06859089799114793,0.04910714285714285,0.06597222222222221,0.5092592592592593,0.625,0.4704861111111111
EMG,valence,5,2,valence_score,32,5.09375,2.8870332414954976,1.0,9.0,0.03125,0.03125,31,0.5161290322580645,16,15,32,0.5,16,16,32,0.53125,17,15,0.0030936898224721565,0.07589285714285715,0.06597222222222221,0.5394405241935484,0.5483870967741935,0.5196572580645161
EMG,valence,6,1,valence_score,32,4.8125,3.0458732327528013,1.0,9.0,0.0625,0.0625,30,0.5,15,15,32,0.46875,15,17,32,0.53125,17,15,0.013035342435592345,0.04464285714285715,0.06597222222222221,0.48046875,0.5,0.5078125
EMG,valence,7,1,valence_score,32,4.75,1.8874586088176875,2.0,8.0,0.21875,0.21875,25,0.48,12,13,32,0.375,12,20,32,0.59375,19,13,0.03303534243559236,0.04910714285714285,0.00347222222222221,0.4559375,0.53125,0.510625
EMG,valence,8,1,valence_score,32,5.25,2.692582403567252,1.0,9.0,0.0625,0.0625,30,0.5333333333333333,16,14,32,0.5,16,16,32,0.5625,18,14,0.02029799089774098,0.07589285714285715,0.03472222222222221,0.49244791666666665,0.546875,0.5395833333333333
EMG,valence,9,3,valence_score,32,5.40625,2.5600216673887743,1.0,9.0,0.03125,0.03125,31,0.6451612903225806,20,11,32,0.625,20,12,32,0.65625,21,11,0.13212594788698828,0.20089285714285715,0.05902777777777779,0.5163810483870968,0.5967741935483871,0.6456653225806451
EMG,valence,10,3,valence_score,32,4.875,2.4206145913796355,1.0,9.0,0.1875,0.1875,26,0.46153846153846156,12,14,32,0.375,12,20,32,0.5625,18,14,0.05149688089713078,0.04910714285714285,0.03472222222222221,0.5979567307692308,0.6730769230769231,0.4903846153846154
EMG,valence,11,2,valence_score,32,4.8125,3.136852522832401,1.0,9.0,0.125,0.125,28,0.5,14,14,32,0.4375,14,18,32,0.5625,18,14,0.013035342435592345,0.01339285714285715,0.03472222222222221,0.5541294642857143,0.6071428571428572,0.515625
EMG,valence,12,6,valence_score,32,5.15625,1.88926862502398,1.0,9.0,0.3125,0.3125,22,0.6363636363636364,14,8,32,0.4375,14,18,32,0.75,24,8,0.12332829392804401,0.01339285714285715,0.1527777777777778,0.6178977272727273,0.6590909090909092,0.6434659090909091
EMG,valence,13,1,valence_score,32,4.4375,1.818954026356906,1.0,8.0,0.25,0.25,24,0.4583333333333333,11,13,32,0.34375,11,21,32,0.59375,19,13,0.05470200910225903,0.08035714285714285,0.00347222222222221,0.5442708333333333,0.5833333333333333,0.4973958333333333
EMG,valence,14,5,valence_score,32,4.59375,2.234101818964391,1.0,8.0,0.28125,0.28125,23,0.5652173913043478,13,10,32,0.40625,13,19,32,0.6875,22,10,0.05218204886875544,0.01785714285714285,0.09027777777777779,0.4952445652173913,0.5434782608695652,0.5866168478260869
EMG,valence,15,6,valence_score,32,4.75,1.75,2.0,8.0,0.28125,0.28125,23,0.43478260869565216,10,13,32,0.3125,10,22,32,0.59375,19,13,0.07825273373994018,0.11160714285714285,0.00347222222222221,0.5444972826086957,0.578125,0.483695652173913
EMG,valence,16,6,valence_score,32,4.53125,1.9997558444720196,1.0,8.0,0.1875,0.1875,26,0.5,13,13,32,0.40625,13,19,32,0.59375,19,13,0.013035342435592345,0.01785714285714285,0.00347222222222221,0.41646634615384615,0.453125,0.5234375
EMG,valence,17,2,valence_score,32,5.15625,2.623325358681229,1.0,9.0,0.15625,0.15625,27,0.5185185185185185,14,13,32,0.4375,14,18,32,0.59375,19,13,0.0054831760829261444,0.01339285714285715,0.00347222222222221,0.41290509259259256,0.453125,0.5358796296296297
EMG,valence,18,6,valence_score,32,5.34375,2.857111467461499,1.0,9.0,0.21875,0.21875,25,0.52,13,12,32,0.40625,13,19,32,0.625,20,12,0.0069646575644076725,0.01785714285714285,0.02777777777777779,0.37953125,0.43999999999999995,0.5440625
EMG,valence,19,4,valence_score,32,5.09375,2.005607373715005,1.0,8.0,0.28125,0.28125,23,0.6086956521739131,14,9,32,0.4375,14,18,32,0.71875,23,9,0.09566030973832074,0.01339285714285715,0.12152777777777779,0.56640625,0.671875,0.6209239130434783
EMG,valence,20,3,valence_score,32,4.46875,2.358288243090738,1.0,8.0,0.15625,0.15625,27,0.4074074074074074,11,16,32,0.34375,11,21,32,0.5,16,16,0.10562793502818496,0.08035714285714285,0.09722222222222221,0.39048032407407407,0.453125,0.43778935185185186
EMG,valence,21,6,valence_score,32,4.75,2.850438562747845,1.0,9.0,0.09375,0.09375,29,0.4482758620689655,13,16,32,0.40625,13,19,32,0.5,16,16,0.06475948036662682,0.01785714285714285,0.09722222222222221,0.4597252155172414,0.46875,0.4636314655172414
EMG,valence,22,6,valence_score,32,4.625,1.9324531042175384,1.0,8.0,0.34375,0.34375,21,0.5238095238095238,11,10,32,0.34375,11,21,32,0.6875,22,10,0.01077418137393149,0.08035714285714285,0.09027777777777779,0.39583333333333337,0.4375,0.5606398809523809
EMG,valence,23,5,valence_score,32,5.125,2.521780125229002,1.0,9.0,0.1875,0.1875,26,0.5384615384615384,14,12,32,0.4375,14,18,32,0.625,20,12,0.02542619602594609,0.01339285714285715,0.02777777777777779,0.39513221153846156,0.4375,0.5564903846153846
EMG,valence,24,5,valence_score,32,4.375,2.1028254801575903,1.0,8.0,0.34375,0.34375,21,0.47619047619047616,10,11,32,0.3125,10,22,32,0.65625,21,11,0.03684486624511618,0.11160714285714285,0.05902777777777779,0.41164434523809523,0.578125,0.5252976190476191
EMG,valence,25,4,valence_score,32,4.84375,2.785109681412924,1.0,9.0,0.125,0.125,28,0.5,14,14,32,0.4375,14,18,32,0.5625,18,14,0.013035342435592345,0.01339285714285715,0.03472222222222221,0.4910714285714286,0.59375,0.515625
EMG,valence,26,2,valence_score,32,4.5625,2.80554696093293,1.0,9.0,0.15625,0.15625,27,0.4444444444444444,12,15,32,0.375,12,20,32,0.53125,17,15,0.06859089799114793,0.04910714285714285,0.06597222222222221,0.35358796296296297,0.375,0.4704861111111111
EMG,valence,27,5,valence_score,32,5.15625,2.5262295892297675,1.0,9.0,0.03125,0.03125,31,0.5806451612903226,18,13,32,0.5625,18,14,32,0.59375,19,13,0.06760981885473027,0.13839285714285715,0.00347222222222221,0.43359375,0.5,0.5826612903225806
EMG,valence,28,1,valence_score,32,4.84375,1.5832990676116752,2.0,7.0,0.21875,0.21875,25,0.48,12,13,32,0.375,12,20,32,0.59375,19,13,0.03303534243559236,0.04910714285714285,0.00347222222222221,0.53734375,0.578125,0.510625
EMG,valence,29,5,valence_score,32,5.375,2.2603926650031405,1.0,9.0,0.15625,0.15625,27,0.5925925925925926,16,11,32,0.5,16,16,32,0.65625,21,11,0.07955725015700021,0.07589285714285715,0.05902777777777779,0.5739293981481481,0.609375,0.6012731481481481
EMG,valence,30,5,valence_score,32,4.90625,2.6734735714983233,1.0,8.0,0.0625,0.0625,30,0.5666666666666667,17,13,32,0.53125,17,15,32,0.59375,19,13,0.05363132423107431,0.10714285714285715,0.00347222222222221,0.4940104166666667,0.6166666666666667,0.5713541666666666
EMG,valence,31,2,valence_score,32,5.53125,3.4998604882909263,1.0,9.0,0.09375,0.09375,29,0.5517241379310345,16,13,32,0.5,16,16,32,0.59375,19,13,0.03868879549544213,0.07589285714285715,0.00347222222222221,0.39089439655172414,0.4375,0.5598060344827587
EMG,valence,32,6,valence_score,32,4.5,2.091650066335189,1.0,9.0,0.21875,0.21875,25,0.48,12,13,32,0.375,12,20,32,0.59375,19,13,0.03303534243559236,0.04910714285714285,0.00347222222222221,0.48609375,0.53125,0.510625
EMG,valence,33,6,valence_score,32,4.78125,1.9483065563457924,1.0,8.0,0.21875,0.21875,25,0.52,13,12,32,0.40625,13,19,32,0.625,20,12,0.0069646575644076725,0.01785714285714285,0.02777777777777779,0.675625,0.71875,0.5440625
EMG,valence,34,2,valence_score,32,4.0625,2.060605190229317,1.0,7.0,0.25,0.25,24,0.4166666666666667,10,14,32,0.3125,10,22,32,0.5625,18,14,0.09636867576892566,0.11160714285714285,0.03472222222222221,0.5403645833333333,0.5833333333333333,0.4635416666666667
EMG,valence,35,3,valence_score,32,4.6875,2.1999644883497553,1.0,8.0,0.21875,0.21875,25,0.52,13,12,32,0.40625,13,19,32,0.625,20,12,0.0069646575644076725,0.01785714285714285,0.02777777777777779,0.46875,0.59375,0.5440625
EMG,valence,36,4,valence_score,32,4.65625,2.813020785116953,1.0,9.0,0.125,0.125,28,0.4642857142857143,13,15,32,0.40625,13,19,32,0.53125,17,15,0.048749628149878044,0.01785714285714285,0.06597222222222221,0.4213169642857143,0.484375,0.4832589285714286
EMG,valence,37,5,valence_score,32,4.71875,1.1520192869479227,3.0,7.0,0.34375,0.34375,21,0.42857142857142855,9,12,32,0.28125,9,23,32,0.625,20,12,0.0844639138641638,0.14285714285714285,0.02777777777777779,0.5706845238095238,0.75,0.48995535714285715
EMG,valence,38,1,valence_score,32,4.6875,1.911110606427582,1.0,9.0,0.0625,0.0625,30,0.36666666666666664,11,19,32,0.34375,11,21,32,0.40625,13,19,0.1463686757689257,0.08035714285714285,0.1909722222222222,0.44895833333333335,0.484375,0.3807291666666667
EMG,valence,39,3,valence_score,32,4.6875,2.822205476218909,1.0,9.0,0.125,0.125,28,0.5357142857142857,15,13,32,0.46875,15,17,32,0.59375,19,13,0.022678943278693353,0.04464285714285715,0.00347222222222221,0.42801339285714285,0.4464285714285714,0.5479910714285714
EMG,valence,40,4,valence_score,32,5.125,3.1991209730174317,1.0,9.0,0.0625,0.0625,30,0.5,15,15,32,0.46875,15,17,32,0.53125,17,15,0.013035342435592345,0.04464285714285715,0.06597222222222221,0.45234375,0.515625,0.5078125
EMG,valence,41,6,valence_score,32,5.15625,1.325456878778031,2.0,8.0,0.375,0.375,20,0.55,11,9,32,0.34375,11,21,32,0.71875,23,9,0.0369646575644077,0.08035714285714285,0.12152777777777779,0.4984375,0.53125,0.5828125
EMG,valence,42,4,valence_score,32,5.125,2.912795049432761,1.0,9.0,0.0625,0.0625,30,0.5333333333333333,16,14,32,0.5,16,16,32,0.5625,18,14,0.02029799089774098,0.07589285714285715,0.03472222222222221,0.503125,0.578125,0.5395833333333333
EMG,valence,43,1,valence_score,32,5.1875,2.855230945125105,1.0,9.0,0.125,0.125,28,0.5714285714285714,16,12,32,0.5,16,16,32,0.625,20,12,0.05839322899297905,0.07589285714285715,0.02777777777777779,0.5284598214285714,0.546875,0.5803571428571428
EMG,valence,44,2,valence_score,32,5.625,2.2878756522153907,1.0,9.0,0.3125,0.3125,22,0.5909090909090909,13,9,32,0.40625,13,19,32,0.71875,23,9,0.0778737484734986,0.01785714285714285,0.12152777777777779,0.45703125,0.5,0.6086647727272727
EMG,valence,45,3,valence_score,32,4.8125,2.098176291449315,2.0,8.0,0.1875,0.1875,26,0.5,13,13,32,0.40625,13,19,32,0.59375,19,13,0.013035342435592345,0.01785714285714285,0.00347222222222221,0.4299879807692308,0.453125,0.5234375
EMG,valence,46,2,valence_score,32,4.53125,2.8502672572058922,1.0,9.0,0.09375,0.09375,29,0.41379310344827586,12,17,32,0.375,12,20,32,0.46875,15,17,0.09924223898731649,0.04910714285714285,0.1284722222222222,0.50390625,0.515625,0.43157327586206895
EMG,valence,47,3,valence_score,32,4.875,3.1598061649411346,1.0,9.0,0.125,0.125,28,0.4642857142857143,13,15,32,0.40625,13,19,32,0.53125,17,15,0.048749628149878044,0.01785714285714285,0.06597222222222221,0.5016741071428572,0.609375,0.4832589285714286
EMG,valence,48,3,valence_score,32,5.3125,2.39057393736316,1.0,9.0,0.21875,0.21875,25,0.6,15,10,32,0.46875,15,17,32,0.6875,22,10,0.08696465756440763,0.04464285714285715,0.09027777777777779,0.55796875,0.5625,0.6109375
EMG,valence,49,2,valence_score,32,4.96875,1.310638560969423,2.0,7.0,0.34375,0.34375,21,0.5238095238095238,11,10,32,0.34375,11,21,32,0.6875,22,10,0.01077418137393149,0.08035714285714285,0.09027777777777779,0.45703125,0.609375,0.5606398809523809
EMG,valence,50,6,valence_score,32,4.875,3.266783586342995,1.0,9.0,0.0625,0.0625,30,0.5,15,15,32,0.46875,15,17,32,0.53125,17,15,0.013035342435592345,0.04464285714285715,0.06597222222222221,0.4510416666666667,0.5,0.5078125
EMG,valence,52,3,valence_score,32,4.34375,1.9938871426186588,1.0,8.0,0.125,0.125,28,0.39285714285714285,11,17,32,0.34375,11,21,32,0.46875,15,17,0.1201781995784495,0.08035714285714285,0.1284722222222222,0.5284598214285714,0.546875,0.4185267857142857
EMG,valence,53,4,valence_score,32,4.25,2.5860201081971503,1.0,8.0,0.125,0.125,28,0.5,14,14,32,0.4375,14,18,32,0.5625,18,14,0.013035342435592345,0.01339285714285715,0.03472222222222221,0.5106026785714286,0.53125,0.515625
EMG,valence,54,1,valence_score,32,5.1875,2.3774658252012792,1.0,9.0,0.15625,0.15625,27,0.5185185185185185,14,13,32,0.4375,14,18,32,0.59375,19,13,0.0054831760829261444,0.01339285714285715,0.00347222222222221,0.5248842592592593,0.537037037037037,0.5358796296296297
EMG,valence,55,4,valence_score,32,5.375,1.899835519196333,1.0,9.0,0.34375,0.34375,21,0.6190476190476191,13,8,32,0.40625,13,19,32,0.75,24,8,0.10601227661202672,0.01785714285714285,0.1527777777777778,0.6270461309523809,0.734375,0.6313244047619048
EMG,valence,56,5,valence_score,32,4.75,2.704163456597992,1.0,9.0,0.03125,0.03125,31,0.4838709677419355,15,16,32,0.46875,15,17,32,0.5,16,16,0.029164374693656847,0.04464285714285715,0.09722222222222221,0.5274697580645161,0.5625,0.4881552419354839
EMG,valence,57,3,valence_score,32,5.65625,2.779493827570049,1.0,9.0,0.15625,0.15625,27,0.6666666666666666,18,9,32,0.5625,18,14,32,0.71875,23,9,0.15363132423107428,0.13839285714285715,0.12152777777777779,0.5065104166666667,0.6666666666666667,0.6666666666666666
EMG,valence,58,1,valence_score,32,5.21875,2.2463077343721185,1.0,9.0,0.15625,0.15625,27,0.5925925925925926,16,11,32,0.5,16,16,32,0.65625,21,11,0.07955725015700021,0.07589285714285715,0.05902777777777779,0.5685763888888888,0.578125,0.6012731481481481
EMG,valence,59,1,valence_score,32,5.125,2.2878756522153907,2.0,9.0,0.15625,0.15625,27,0.4444444444444444,12,15,32,0.375,12,20,32,0.53125,17,15,0.06859089799114793,0.04910714285714285,0.06597222222222221,0.5251736111111112,0.625,0.4704861111111111
EMG,valence,60,5,valence_score,32,5.0625,3.020114857087392,1.0,9.0,0.21875,0.21875,25,0.56,14,11,32,0.4375,14,18,32,0.65625,21,11,0.04696465756440771,0.01339285714285715,0.05902777777777779,0.4146875,0.5625,0.5775
EMG,valence,61,4,valence_score,32,6.0,3.1622776601683795,1.0,9.0,0.0625,0.0625,30,0.6333333333333333,19,11,32,0.59375,19,13,32,0.65625,21,11,0.12029799089774096,0.16964285714285715,0.05902777777777779,0.47369791666666666,0.578125,0.6348958333333333
EMG,valence,62,3,valence_score,32,5.5,2.622022120425379,1.0,9.0,0.09375,0.09375,29,0.6206896551724138,18,11,32,0.5625,18,14,32,0.65625,21,11,0.10765431273682147,0.13839285714285715,0.05902777777777779,0.3865840517241379,0.40625,0.6239224137931034
EMG,valence,63,2,valence_score,32,4.875,2.747157621979489,1.0,9.0,0.21875,0.21875,25,0.52,13,12,32,0.40625,13,19,32,0.625,20,12,0.0069646575644076725,0.01785714285714285,0.02777777777777779,0.49328125,0.52,0.5440625
EMG,valence,64,5,valence_score,32,4.34375,2.1594179626695706,1.0,9.0,0.34375,0.34375,21,0.42857142857142855,9,12,32,0.28125,9,23,32,0.625,20,12,0.0844639138641638,0.14285714285714285,0.02777777777777779,0.3822544642857143,0.546875,0.48995535714285715
EMG,valence,65,1,valence_score,32,5.0,2.704163456597992,1.0,9.0,0.125,0.125,28,0.5357142857142857,15,13,32,0.46875,15,17,32,0.59375,19,13,0.022678943278693353,0.04464285714285715,0.00347222222222221,0.6333705357142857,0.6428571428571428,0.5479910714285714
EMG,arousal,1,4,arousal_score,32,4.40625,2.4348944407304396,1.0,8.0,0.09375,0.09375,29,0.41379310344827586,12,17,32,0.375,12,20,32,0.46875,15,17,0.03021271775153761,0.034226190476190466,0.02033730158730157,0.4878771551724138,0.53125,0.43157327586206895
EMG,arousal,2,2,arousal_score,32,6.5,2.3048861143232218,2.0,9.0,0.09375,0.09375,29,0.7586206896551724,22,7,32,0.6875,22,10,32,0.78125,25,7,0.37504030395843413,0.34672619047619047,0.33283730158730157,0.5324622844827587,0.5517241379310345,0.7521551724137931
EMG,arousal,3,4,arousal_score,32,3.0625,1.5194057226429023,1.0,6.0,0.15625,0.15625,27,0.037037037037037035,1,26,32,0.03125,1,31,32,0.1875,6,26,0.3465433486597012,0.30952380952380953,0.26091269841269843,0.681712962962963,0.8518518518518519,0.11082175925925926
EMG,arousal,5,2,arousal_score,32,5.1875,2.0832291640623697,1.0,8.0,0.0625,0.0625,30,0.6,18,12,32,0.5625,18,14,32,0.625,20,12,0.21641961430326173,0.22172619047619047,0.17658730158730157,0.6151041666666667,0.625,0.603125
EMG,arousal,6,1,arousal_score,32,7.53125,1.39159025488827,3.0,9.0,0.0,0.0,32,0.9375,30,2,32,0.9375,30,2,32,0.9375,30,2,0.5539196143032618,0.5967261904761905,0.48908730158730157,0.1171875,0.140625,0.9375
EMG,arousal,7,1,arousal_score,32,3.28125,0.909477013178453,2.0,5.0,0.125,0.125,28,0.0,0,28,32,0.0,0,32,32,0.125,4,28,0.38358038569673825,0.34077380952380953,0.32341269841269843,0.2974330357142857,0.3928571428571429,0.0625
EMG,arousal,8,1,arousal_score,32,3.3125,2.4929588343973914,1.0,8.0,0.09375,0.09375,29,0.27586206896551724,8,21,32,0.25,8,24,32,0.34375,11,21,0.10771831673122101,0.09077380952380953,0.10466269841269843,0.5641163793103449,0.59375,0.30334051724137934
EMG,arousal,9,3,arousal_score,32,5.34375,1.96229099205495,1.0,9.0,0.15625,0.15625,27,0.6296296296296297,17,10,32,0.53125,17,15,32,0.6875,22,10,0.2460492439328914,0.19047619047619047,0.23908730158730157,0.36603009259259256,0.375,0.6339699074074074
EMG,arousal,10,3,arousal_score,32,4.1875,2.567069097239106,1.0,9.0,0.0625,0.0625,30,0.36666666666666664,11,19,32,0.34375,11,21,32,0.40625,13,19,0.016913719030071606,0.0029761904761904656,0.04216269841269843,0.46848958333333335,0.515625,0.3807291666666667
EMG,arousal,11,2,arousal_score,32,5.0,1.8874586088176875,1.0,9.0,0.25,0.25,24,0.5416666666666666,13,11,32,0.40625,13,19,32,0.65625,21,11,0.15808628096992838,0.06547619047619047,0.20783730158730157,0.6263020833333333,0.7083333333333333,0.5651041666666666
EMG,arousal,12,6,arousal_score,32,4.8125,1.1575161985907585,3.0,7.0,0.1875,0.1875,26,0.34615384615384615,9,17,32,0.28125,9,23,32,0.46875,15,17,0.0374265395428921,0.059523809523809534,0.02033730158730157,0.5246394230769231,0.609375,0.39122596153846156
EMG,arousal,13,1,arousal_score,32,2.375,1.243734296383275,1.0,5.0,0.0625,0.0625,30,0.0,0,30,32,0.0,0,32,32,0.0625,2,30,0.38358038569673825,0.34077380952380953,0.38591269841269843,0.3729166666666667,0.4375,0.03125
EMG,arousal,14,5,arousal_score,32,2.75,1.6393596310755,1.0,7.0,0.125,0.125,28,0.07142857142857142,2,26,32,0.0625,2,30,32,0.1875,6,26,0.31215181426816685,0.27827380952380953,0.26091269841269843,0.6171875,0.65625,0.12723214285714285
