subject_id,trial_index_0based_in_dat,trial_index_1based_in_dat,metadata_trial,stimulus_id_experiment_id,valence_score,arousal_score,dominance_score,liking_score,verified_order_hypothesis
12,21,22,7,22,3.33,3.17,3.33,5.19,experiment
12,22,23,20,23,1.74,3.15,2.01,2.09,experiment
12,23,24,16,24,2.79,4.86,3.05,6.01,experiment
12,24,25,3,25,2.78,5.1,2.68,3.04,experiment
12,25,26,24,26,6.08,5.14,5.24,6.36,experiment
12,26,27,25,27,5.05,5.01,6.22,6.23,experiment
12,27,28,26,28,5.04,3.03,2.91,5.99,experiment
12,28,29,35,29,1.67,5.21,1.92,6.21,experiment
12,29,30,9,30,3.36,7.18,7.27,6.22,experiment
12,30,31,33,31,3.18,7.37,3.03,3.18,experiment
12,31,32,19,32,1.86,6.95,2.01,1.03,experiment
12,32,33,40,33,1.9,7.97,1.9,2.04,experiment
12,33,34,8,34,4.87,8.24,1.97,1.0,experiment
12,34,35,5,35,1.22,8.9,2.88,1.0,experiment
12,35,36,18,36,2.82,7.14,3.88,2.94,experiment
12,36,37,14,37,1.0,7.96,1.85,1.18,experiment
12,37,38,39,38,2.85,6.86,3.1,2.23,experiment
12,38,39,32,39,3.18,7.17,2.88,3.17,experiment
12,39,40,4,40,6.81,8.72,6.94,7.08,experiment
13,0,1,16,1,6.15,8.09,5.01,6.08,experiment
13,1,2,8,2,4.03,7.51,8.09,3.58,experiment
13,2,3,27,3,9.0,7.06,5.09,6.96,experiment
13,3,4,37,4,7.08,7.01,6.05,7.01,experiment
13,4,5,30,5,5.01,7.97,8.01,6.03,experiment
13,5,6,12,6,4.46,6.97,7.1,5.0,experiment
13,6,7,10,7,2.99,8.03,8.08,1.0,experiment
13,7,8,34,8,7.99,7.03,7.03,8.12,experiment
13,8,9,31,9,7.06,6.99,6.04,7.08,experiment
13,9,10,20,10,4.01,9.0,7.05,6.04,experiment
13,10,11,4,11,7.04,6.06,4.04,7.05,experiment
13,11,12,3,12,5.08,3.08,6.08,6.01,experiment
13,12,13,29,13,9.0,7.06,4.06,9.0,experiment
13,13,14,35,14,7.97,5.04,6.1,7.99,experiment
13,14,15,6,15,4.94,1.55,7.03,1.97,experiment
13,15,16,21,16,5.0,1.0,1.0,4.1,experiment
13,16,17,18,17,5.99,5.03,3.04,6.01,experiment
13,17,18,36,18,7.94,5.99,3.03,7.06,experiment
13,18,19,2,19,8.51,5.97,6.01,8.51,experiment
13,19,20,7,20,7.6,6.06,4.99,7.03,experiment
13,20,21,33,21,2.0,6.0,1.95,4.04,experiment
13,21,22,15,22,4.01,4.96,2.99,6.05,experiment
13,22,23,38,23,1.0,5.99,1.0,6.95,experiment
13,23,24,22,24,2.97,4.04,1.91,7.09,experiment
13,24,25,32,25,3.97,6.04,5.09,8.01,experiment
13,25,26,23,26,5.04,4.0,7.01,5.99,experiment
13,26,27,9,27,5.47,6.08,2.0,8.53,experiment
13,27,28,25,28,7.08,8.01,4.03,7.1,experiment
13,28,29,5,29,4.04,7.04,1.99,7.59,experiment
13,29,30,19,30,3.05,7.06,1.99,2.92,experiment
13,30,31,39,31,1.97,9.0,1.0,7.06,experiment
13,31,32,24,32,4.05,9.0,6.01,5.99,experiment
13,32,33,17,33,4.55,7.01,8.04,4.42,experiment
13,33,34,28,34,2.92,8.99,9.0,3.04,experiment
13,34,35,14,35,1.0,9.0,1.0,3.03,experiment
13,35,36,11,36,2.54,8.01,9.0,4.08,experiment
13,36,37,13,37,1.0,8.97,1.0,2.08,experiment
13,37,38,26,38,1.0,9.0,1.0,1.0,experiment
13,38,39,1,39,1.97,9.0,1.99,2.01,experiment
13,39,40,40,40,4.08,9.0,7.03,7.08,experiment
14,0,1,11,1,8.22,7.78,4.0,7.42,experiment
14,1,2,5,2,6.05,7.9,5.06,5.01,experiment
14,2,3,22,3,7.5,6.68,7.14,7.58,experiment
14,3,4,15,4,7.38,6.72,6.18,6.94,experiment
14,4,5,1,5,3.99,7.06,7.99,8.03,experiment
14,5,6,23,6,7.19,6.83,6.55,7.67,experiment
14,6,7,40,7,6.85,5.53,6.18,7.62,experiment
14,7,8,8,8,7.0,6.21,7.18,7.96,experiment
14,8,9,14,9,7.69,7.44,8.42,8.92,experiment
14,9,10,2,10,1.88,8.03,7.09,4.05,experiment
14,10,11,27,11,8.03,4.26,5.73,7.85,experiment
14,11,12,28,12,7.63,2.6,5.08,7.01,experiment
14,12,13,6,13,6.79,3.19,3.88,6.85,experiment
14,13,14,7,14,8.03,4.36,7.99,7.99,experiment
14,14,15,9,15,7.08,3.37,5.14,7.17,experiment
14,15,16,34,16,3.96,2.35,3.65,4.51,experiment
14,16,17,33,17,6.06,3.32,6.28,6.04,experiment
14,17,18,32,18,8.09,3.15,5.08,7.53,experiment
14,18,19,24,19,7.55,5.92,6.06,5.23,experiment
14,19,20,12,20,7.33,6.63,3.27,4.65,experiment
14,20,21,26,21,1.03,6.09,1.94,3.78,experiment
14,21,22,10,22,4.1,3.14,3.01,5.01,experiment
14,22,23,38,23,2.41,5.95,2.69,6.96,experiment
14,23,24,19,24,2.36,6.19,2.45,5.71,experiment
14,24,25,37,25,3.87,3.09,3.06,6.36,experiment
14,25,26,29,26,3.28,2.32,4.0,6.77,experiment
14,26,27,39,27,5.81,3.09,3.97,6.74,experiment
14,27,28,3,28,2.53,2.96,2.1,6.0,experiment
14,28,29,21,29,2.92,5.96,3.24,6.53,experiment
14,29,30,4,30,1.1,5.94,3.14,7.04,experiment
14,30,31,31,31,3.26,6.49,6.27,5.82,experiment
14,31,32,17,32,1.99,6.95,7.01,3.4,experiment
14,32,33,30,33,3.18,5.83,3.81,2.9,experiment
14,33,34,20,34,2.5,6.08,2.73,1.09,experiment
14,34,35,35,35,2.68,6.17,3.68,3.49,experiment
14,35,36,13,36,2.01,6.21,6.13,2.01,experiment
14,36,37,36,37,3.47,5.96,4.04,2.4,experiment
14,37,38,25,38,2.26,5.77,3.23,3.13,experiment
14,38,39,16,39,6.65,7.06,7.78,2.78,experiment
14,39,40,18,40,6.68,6.86,6.0,5.23,experiment
15,0,1,3,1,8.9,5.86,7.26,8.04,experiment
15,1,2,20,2,5.04,4.06,5.03,6.09,experiment
15,2,3,34,3,8.04,5.0,7.06,9.0,experiment
15,3,4,14,4,8.04,3.96,6.04,8.04,experiment
15,4,5,35,5,9.0,7.15,9.0,9.0,experiment
15,5,6,17,6,9.0,5.13,8.01,8.95,experiment
15,6,7,8,7,5.04,3.06,5.95,5.01,experiment
15,7,8,37,8,9.0,5.04,9.0,7.05,experiment
15,8,9,27,9,9.0,5.06,6.99,8.03,experiment
15,9,10,19,10,4.99,5.04,7.06,5.95,experiment
15,10,11,6,11,8.99,5.01,7.26,9.0,experiment
15,11,12,30,12,7.08,2.99,6.06,6.13,experiment
15,12,13,28,13,7.06,4.04,6.0,8.05,experiment
15,13,14,36,14,8.15,3.95,7.03,9.0,experiment
15,14,15,13,15,8.12,4.03,9.0,7.05,experiment
15,15,16,16,16,4.17,2.95,4.03,6.06,experiment
15,16,17,15,17,8.1,2.96,7.04,8.12,experiment
15,17,18,31,18,7.04,4.05,6.96,7.05,experiment
15,18,19,12,19,7.04,3.01,6.08,7.0,experiment
15,19,20,22,20,7.97,5.06,7.06,9.0,experiment
15,20,21,33,21,3.09,3.14,3.13,4.1,experiment
15,21,22,11,22,4.12,2.04,4.06,3.96,experiment
15,22,23,18,23,3.05,4.12,2.88,4.03,experiment
15,23,24,26,24,1.92,6.05,2.92,8.01,experiment
15,24,25,32,25,2.96,5.04,2.95,8.0,experiment
15,25,26,10,26,4.96,3.04,2.95,6.0,experiment
15,26,27,38,27,6.0,4.14,5.17,8.06,experiment
15,27,28,2,28,4.01,4.97,4.04,7.04,experiment
15,28,29,1,29,4.05,6.08,4.01,8.0,experiment
15,29,30,9,30,2.04,6.99,4.03,6.95,experiment
15,30,31,29,31,2.99,4.01,3.03,2.95,experiment
15,31,32,40,32,3.97,6.05,3.1,1.0,experiment
15,32,33,21,33,3.01,4.01,4.13,1.0,experiment
15,33,34,39,34,3.01,7.13,2.97,1.0,experiment
15,34,35,25,35,5.05,6.91,5.03,2.1,experiment
15,35,36,7,36,3.96,5.0,4.08,2.03,experiment
15,36,37,23,37,3.04,5.04,1.9,1.0,experiment
15,37,38,5,38,2.08,7.03,1.03,1.0,experiment
15,38,39,24,39,4.0,5.03,2.01,1.0,experiment
15,39,40,4,40,4.01,7.12,1.04,2.12,experiment
16,0,1,40,1,2.51,5.65,2.9,1.97,experiment
16,1,2,27,2,6.45,5.03,5.04,5.54,experiment
16,2,3,17,3,6.74,5.83,6.37,6.83,experiment
16,3,4,10,4,7.09,5.67,2.53,5.65,experiment
16,4,5,3,5,5.51,7.9,9.0,8.14,experiment
16,5,6,4,6,4.99,3.63,5.05,2.78,experiment
16,6,7,34,7,6.83,2.87,6.17,7.14,experiment
16,7,8,24,8,3.51,2.88,7.14,1.5,experiment
16,8,9,6,9,4.18,4.24,4.55,2.96,experiment
16,9,10,12,10,5.14,7.5,9.0,7.01,experiment
16,10,11,31,11,7.27,4.27,5.04,3.15,experiment
16,11,12,37,12,5.97,3.9,4.1,6.01,experiment
16,12,13,35,13,3.88,2.14,1.42,2.54,experiment
16,13,14,1,14,3.64,6.28,2.83,6.96,experiment
16,14,15,13,15,2.67,5.53,1.0,6.05,experiment
16,15,16,29,16,4.97,1.0,5.05,2.76,experiment
16,16,17,19,17,1.21,8.47,1.19,9.0,experiment
16,17,18,26,18,6.56,5.72,5.22,7.37,experiment
16,18,19,38,19,2.86,2.94,3.9,2.4,experiment
16,19,20,9,20,3.82,5.87,7.63,1.87,experiment
16,20,21,7,21,4.42,2.0,6.22,2.62,experiment
16,21,22,16,22,6.79,1.0,5.03,4.36,experiment
16,22,23,8,23,3.9,3.83,2.77,3.54,experiment
16,23,24,22,24,2.51,5.38,1.53,5.99,experiment
16,24,25,21,25,2.47,3.45,2.4,2.13,experiment
16,25,26,28,26,1.82,6.21,3.36,7.56,experiment
16,26,27,20,27,2.59,5.49,2.88,1.83,experiment
16,27,28,36,28,2.85,3.38,3.44,6.69,experiment
16,28,29,25,29,3.23,2.79,3.09,2.62,experiment
16,29,30,32,30,6.1,3.68,3.88,6.05,experiment
16,30,31,18,31,3.88,5.79,5.04,6.19,experiment
16,31,32,2,32,5.01,8.12,4.96,2.86,experiment
16,32,33,33,33,1.0,3.92,4.96,1.0,experiment
16,33,34,30,34,1.0,7.53,1.0,1.0,experiment
16,34,35,15,35,1.0,3.71,4.22,1.82,experiment
16,35,36,23,36,5.05,3.83,6.17,5.88,experiment
16,36,37,5,37,6.09,5.5,6.44,5.83,experiment
16,37,38,39,38,4.27,6.26,7.94,6.53,experiment
16,38,39,11,39,6.13,5.97,8.49,6.0,experiment
16,39,40,14,40,3.74,3.77,4.05,6.19,experiment
17,0,1,4,1,4.05,5.96,5.01,5.04,experiment
17,1,2,8,2,7.26,7.03,5.28,7.31,experiment
17,2,3,32,3,6.46,5.78,5.04,6.04,experiment
17,3,4,27,4,6.35,5.56,5.74,4.04,experiment
17,4,5,36,5,7.05,8.15,6.12,7.35,experiment
17,5,6,10,6,6.9,5.95,5.37,7.14,experiment
17,6,7,25,7,7.08,6.6,5.87,8.13,experiment
17,7,8,1,8,6.05,4.99,5.0,6.03,experiment
17,8,9,12,9,6.04,6.13,5.1,6.24,experiment
17,9,10,2,10,6.09,7.05,5.54,6.06,experiment
17,10,11,37,11,6.03,5.67,5.86,6.1,experiment
17,11,12,33,12,5.96,3.68,5.59,4.96,experiment
17,12,13,24,13,4.54,5.51,5.08,6.47,experiment
17,13,14,35,14,6.58,5.85,5.59,7.32,experiment
17,14,15,13,15,5.96,4.06,5.04,5.99,experiment
17,15,16,18,16,5.92,3.62,5.6,6.28,experiment
17,16,17,6,17,4.12,2.5,5.04,3.83,experiment
17,17,18,29,18,6.22,3.83,5.49,7.69,experiment
17,18,19,15,19,7.27,6.03,5.04,6.1,experiment
17,19,20,31,20,7.03,3.88,5.87,6.27,experiment
17,20,21,34,21,4.0,4.09,5.24,4.21,experiment
17,21,22,39,22,3.19,3.82,5.72,5.69,experiment
17,22,23,11,23,3.62,2.95,5.04,2.92,experiment
17,23,24,20,24,4.53,4.27,4.5,6.06,experiment
17,24,25,5,25,6.18,4.0,5.04,6.47,experiment
17,25,26,14,26,3.73,2.77,5.81,3.73,experiment
17,26,27,19,27,3.96,3.29,5.04,2.62,experiment
17,27,28,22,28,5.64,3.78,5.77,6.04,experiment
17,28,29,16,29,5.54,5.0,5.47,5.9,experiment
17,29,30,26,30,3.04,5.81,4.59,6.08,experiment
17,30,31,17,31,4.54,5.69,4.23,5.63,experiment
17,31,32,23,32,4.04,5.86,5.08,3.94,experiment
17,32,33,21,33,3.83,5.74,5.55,2.86,experiment
17,33,34,7,34,4.99,6.38,4.82,2.88,experiment
17,34,35,30,35,4.17,5.74,5.46,2.35,experiment
17,35,36,28,36,3.37,6.12,5.31,2.15,experiment
17,36,37,38,37,3.46,7.03,5.86,1.0,experiment
17,37,38,40,38,3.6,6.23,5.81,2.4,experiment
17,38,39,3,39,7.1,7.03,5.95,4.01,experiment
17,39,40,9,40,5.04,6.03,5.05,5.72,experiment
18,0,1,22,1,6.33,6.74,5.74,6.26,experiment
18,1,2,21,2,6.87,6.09,6.36,5.67,experiment
18,2,3,4,3,6.36,6.72,6.08,6.32,experiment
18,3,4,17,4,6.65,7.97,6.73,6.78,experiment
18,4,5,11,5,6.13,7.72,7.54,7.59,experiment
18,5,6,25,6,6.51,6.04,5.33,6.05,experiment
18,6,7,14,7,7.33,6.94,6.88,6.28,experiment
18,7,8,31,8,5.0,5.49,5.97,4.59,experiment
18,8,9,6,9,6.55,6.03,5.94,6.56,experiment
18,9,10,2,10,6.09,7.29,7.31,7.73,experiment
18,10,11,7,11,6.24,6.6,6.03,5.47,experiment
18,11,12,13,12,5.55,4.63,5.04,4.13,experiment
18,12,13,9,13,7.33,4.09,4.86,6.15,experiment
18,13,14,5,14,6.62,3.94,6.14,6.09,experiment
18,14,15,16,15,6.04,5.35,5.5,4.77,experiment
18,15,16,3,16,4.38,4.03,5.73,3.67,experiment
18,16,17,23,17,7.74,5.77,7.03,8.51,experiment
18,17,18,27,18,7.05,3.08,5.97,6.64,experiment
18,18,19,18,19,7.04,6.83,6.05,7.29,experiment
18,19,20,39,20,6.24,5.71,5.77,5.99,experiment
18,20,21,30,21,3.92,4.33,4.4,4.29,experiment
18,21,22,28,22,5.69,3.97,5.03,4.12,experiment
18,22,23,40,23,3.71,4.31,4.99,4.31,experiment
18,23,24,26,24,3.22,6.21,2.81,6.35,experiment
18,24,25,1,25,4.23,5.6,5.73,3.69,experiment
18,25,26,15,26,5.44,3.08,5.58,4.05,experiment
18,26,27,19,27,5.94,5.24,5.9,5.36,experiment
18,27,28,34,28,5.95,4.38,5.41,5.94,experiment
18,28,29,29,29,4.9,4.22,4.29,3.92,experiment
18,29,30,37,30,2.96,5.51,3.78,4.46,experiment
18,30,31,20,31,4.44,6.05,6.97,6.4,experiment
18,31,32,32,32,4.62,6.73,6.32,5.91,experiment
18,32,33,12,33,4.56,4.15,6.21,3.13,experiment
18,33,34,36,34,4.15,3.26,6.28,3.22,experiment
18,34,35,33,35,5.12,7.06,6.81,6.03,experiment
18,35,36,24,36,5.24,6.99,7.08,6.05,experiment
18,36,37,10,37,4.0,6.24,6.37,4.05,experiment
18,37,38,38,38,4.51,4.04,5.01,3.01,experiment
18,38,39,8,39,4.06,4.58,5.64,3.99,experiment
18,39,40,35,40,5.0,6.06,6.09,4.99,experiment
19,0,1,27,1,7.44,6.45,5.91,6.95,experiment
19,1,2,34,2,6.46,6.81,5.83,6.29,experiment
19,2,3,6,3,6.82,7.04,6.03,7.31,experiment
19,3,4,19,4,5.77,5.53,4.05,5.74,experiment
19,4,5,18,5,7.79,8.62,7.96,9.0,experiment
19,5,6,12,6,7.73,6.9,5.97,7.71,experiment
19,6,7,38,7,6.64,6.59,5.0,6.83,experiment
19,7,8,40,8,7.44,6.67,6.53,6.94,experiment
19,8,9,24,9,7.09,5.67,5.03,6.87,experiment
19,9,10,9,10,5.01,7.67,6.78,8.01,experiment
19,10,11,8,11,5.83,5.63,5.91,6.19,experiment
19,11,12,35,12,6.26,5.67,3.53,6.21,experiment
19,12,13,32,13,7.53,6.49,5.05,7.56,experiment
19,13,14,10,14,6.76,3.01,2.05,6.13,experiment
19,14,15,33,15,5.68,2.73,2.56,6.42,experiment
19,15,16,3,16,3.24,1.95,2.6,5.5,experiment
19,16,17,4,17,7.38,3.54,3.29,8.77,experiment
19,17,18,31,18,7.77,6.35,5.03,7.53,experiment
19,18,19,37,19,7.65,7.05,6.19,7.96,experiment
19,19,20,2,20,6.13,6.01,4.95,3.29,experiment
19,20,21,14,21,2.19,3.28,3.08,6.13,experiment
19,21,22,5,22,5.04,4.87,5.04,5.26,experiment
19,22,23,13,23,3.77,3.74,2.12,4.51,experiment
19,23,24,29,24,3.23,4.01,5.83,5.41,experiment
19,24,25,30,25,2.19,3.81,3.29,7.54,experiment
19,25,26,23,26,4.95,3.53,2.41,5.41,experiment
19,26,27,36,27,4.97,2.97,5.04,3.51,experiment
19,27,28,16,28,6.21,2.08,2.88,6.96,experiment
19,28,29,17,29,2.82,5.44,4.09,3.74,experiment
19,29,30,21,30,2.85,2.26,3.76,6.58,experiment
19,30,31,26,31,5.03,5.88,4.58,2.74,experiment
19,31,32,15,32,4.96,7.71,6.99,6.74,experiment
19,32,33,39,33,3.4,7.13,6.24,1.44,experiment
19,33,34,20,34,4.17,6.53,5.82,4.88,experiment
19,34,35,25,35,3.21,6.03,6.4,1.0,experiment
19,35,36,11,36,3.71,5.95,5.54,2.96,experiment
19,36,37,7,37,3.15,5.53,5.92,1.0,experiment
19,37,38,1,38,1.62,7.58,5.81,1.0,experiment
19,38,39,22,39,5.04,5.05,5.04,1.0,experiment
19,39,40,28,40,4.24,6.33,6.06,1.83,experiment
20,0,1,4,1,5.76,4.78,3.78,5.31,experiment
20,1,2,21,2,6.77,5.04,3.1,6.81,experiment
20,2,3,33,3,7.18,4.23,5.69,7.37,experiment
20,3,4,13,4,7.05,5.92,5.46,6.91,experiment
20,4,5,16,5,8.82,8.06,7.86,8.32,experiment
20,5,6,35,6,7.62,5.74,3.18,7.79,experiment
20,6,7,31,7,5.27,7.01,5.04,6.24,experiment
20,7,8,37,8,7.63,5.92,7.85,7.68,experiment
20,8,9,3,9,8.22,7.31,5.04,8.1,experiment
20,9,10,5,10,5.13,6.81,4.08,8.06,experiment
20,10,11,39,11,8.18,6.41,7.1,7.37,experiment
20,11,12,36,12,7.64,5.46,6.44,6.36,experiment
20,12,13,27,13,7.91,5.04,7.37,7.72,experiment
20,13,14,38,14,6.4,5.6,4.67,5.81,experiment
20,14,15,1,15,6.35,5.26,4.68,6.29,experiment
20,15,16,7,16,5.03,3.0,2.63,3.71,experiment
20,16,17,12,17,5.04,4.99,5.04,6.68,experiment
20,17,18,2,18,7.35,6.36,3.69,7.22,experiment
20,18,19,23,19,7.59,5.62,6.06,7.63,experiment
20,19,20,15,20,6.65,5.31,5.32,5.96,experiment
20,20,21,10,21,4.97,4.92,5.04,3.03,experiment
20,21,22,28,22,4.06,5.36,3.78,5.95,experiment
20,22,23,26,23,2.82,6.31,2.38,7.81,experiment
20,23,24,24,24,3.0,5.01,2.94,5.54,experiment
20,24,25,8,25,2.99,5.04,5.04,5.04,experiment
20,25,26,6,26,4.31,3.24,2.26,5.04,experiment
20,26,27,40,27,5.03,3.91,4.95,3.96,experiment
20,27,28,17,28,5.01,3.26,5.04,5.88,experiment
20,28,29,22,29,2.44,5.47,2.17,7.19,experiment
20,29,30,30,30,3.49,6.54,2.04,6.29,experiment
20,30,31,14,31,4.46,6.28,2.73,4.46,experiment
20,31,32,25,32,6.28,5.71,4.23,5.55,experiment
20,32,33,20,33,4.64,6.01,5.04,4.08,experiment
20,33,34,34,34,4.74,7.08,4.59,2.62,experiment
20,34,35,29,35,4.35,7.45,5.04,3.18,experiment
20,35,36,9,36,4.29,7.49,3.35,5.44,experiment
20,36,37,19,37,3.01,5.28,3.99,2.47,experiment
20,37,38,32,38,3.38,5.94,4.49,2.97,experiment
20,38,39,11,39,4.67,6.13,3.71,3.47,experiment
20,39,40,18,40,4.94,2.83,4.51,2.28,experiment
21,0,1,3,1,6.42,4.21,6.13,3.55,experiment
21,1,2,14,2,7.05,6.04,4.06,6.03,experiment
21,2,3,1,3,4.83,3.35,4.96,2.73,experiment
21,3,4,27,4,5.05,6.01,5.0,3.03,experiment
21,4,5,31,5,8.09,7.15,8.55,7.01,experiment
21,5,6,23,6,7.92,7.05,6.14,6.86,experiment
21,6,7,20,7,7.05,6.58,7.17,6.54,experiment
21,7,8,22,8,8.81,7.1,7.13,7.94,experiment
21,8,9,33,9,8.56,7.0,8.6,8.03,experiment
21,9,10,25,10,7.05,6.88,8.09,6.49,experiment
21,10,11,39,11,7.05,6.56,9.0,5.97,experiment
21,11,12,9,12,4.63,4.06,3.08,6.13,experiment
21,12,13,5,13,4.27,6.17,4.83,4.71,experiment
21,13,14,17,14,8.1,7.1,6.87,6.94,experiment
21,14,15,15,15,6.92,5.99,6.0,6.1,experiment
21,15,16,21,16,5.99,7.1,7.09,7.01,experiment
21,16,17,10,17,5.53,4.01,5.03,2.91,experiment
21,17,18,34,18,7.99,8.23,8.05,7.51,experiment
21,18,19,2,19,7.26,6.29,7.72,6.78,experiment
21,19,20,38,20,2.33,6.05,2.83,4.06,experiment
21,20,21,16,21,4.08,2.91,2.95,2.24,experiment
21,21,22,11,22,2.09,6.03,4.03,2.58,experiment
21,22,23,18,23,4.69,6.04,4.01,5.99,experiment
21,23,24,30,24,2.99,6.01,2.97,5.55,experiment
21,24,25,40,25,3.97,7.03,3.69,6.0,experiment
21,25,26,37,26,4.06,3.99,1.99,4.04,experiment
21,26,27,29,27,4.01,6.08,3.09,5.99,experiment
21,27,28,36,28,3.04,5.96,4.06,6.03,experiment
21,28,29,8,29,3.01,6.41,6.06,5.88,experiment
21,29,30,28,30,3.45,6.56,3.95,5.63,experiment
21,30,31,35,31,5.04,5.01,7.49,6.01,experiment
21,31,32,6,32,6.27,7.01,8.79,6.99,experiment
21,32,33,13,33,7.03,7.04,9.0,6.56,experiment
21,33,34,24,34,4.06,2.91,2.92,2.04,experiment
21,34,35,12,35,4.92,2.91,5.94,1.0,experiment
21,35,36,4,36,6.88,7.21,8.26,6.49,experiment
21,36,37,32,37,3.04,6.08,1.97,1.94,experiment
21,37,38,19,38,3.03,6.0,7.03,1.15,experiment
21,38,39,7,39,6.09,6.77,7.29,3.18,experiment
21,39,40,26,40,3.99,5.77,6.96,1.94,experiment
22,0,1,16,1,5.05,1.99,5.04,2.99,experiment
22,1,2,38,2,7.08,7.05,6.06,7.12,experiment
22,2,3,27,3,7.05,6.03,4.99,6.0,experiment
22,3,4,19,4,7.06,5.96,6.13,5.95,experiment
22,4,5,31,5,7.1,7.08,7.04,7.04,experiment
22,5,6,4,6,4.97,3.0,5.0,2.97,experiment
22,6,7,1,7,6.03,4.99,5.04,5.04,experiment
22,7,8,20,8,7.09,5.0,6.03,6.94,experiment
22,8,9,28,9,9.0,8.05,9.0,9.0,experiment
22,9,10,36,10,4.0,6.06,6.03,5.0,experiment
22,10,11,3,11,8.05,6.06,6.08,7.05,experiment
22,11,12,9,12,4.99,1.0,4.97,2.97,experiment
22,12,13,15,13,7.01,4.97,6.05,8.03,experiment
22,13,14,17,14,8.05,6.01,6.04,8.0,experiment
22,14,15,10,15,5.0,1.0,5.04,1.94,experiment
22,15,16,6,16,6.06,4.05,6.05,6.04,experiment
22,16,17,29,17,5.04,4.04,5.04,5.0,experiment
22,17,18,32,18,8.08,6.08,7.05,8.06,experiment
22,18,19,23,19,9.0,6.14,6.04,7.99,experiment
22,19,20,30,20,7.08,5.03,4.99,6.04,experiment
22,20,21,2,21,2.97,4.95,6.04,4.04,experiment
22,21,22,13,22,4.05,4.06,5.04,5.01,experiment
22,22,23,34,23,2.99,5.03,3.97,6.04,experiment
22,23,24,26,24,1.96,7.05,4.01,8.04,experiment
22,24,25,39,25,2.95,4.9,2.96,7.05,experiment
22,25,26,25,26,5.0,3.0,5.04,6.03,experiment
22,26,27,24,27,7.06,5.99,6.04,7.05,experiment
22,27,28,11,28,4.03,2.01,5.04,7.01,experiment
22,28,29,35,29,2.0,6.05,4.04,7.06,experiment
22,29,30,8,30,1.0,7.03,3.04,6.99,experiment
22,30,31,7,31,2.01,1.96,2.97,2.92,experiment
22,31,32,5,32,1.99,7.01,4.05,1.0,experiment
22,32,33,37,33,1.96,7.06,2.94,1.0,experiment
22,33,34,18,34,5.04,7.05,7.05,2.01,experiment
22,34,35,40,35,1.99,7.08,4.08,1.0,experiment
22,35,36,21,36,1.96,7.06,7.05,7.04,experiment
22,36,37,14,37,1.0,6.05,2.05,1.0,experiment
22,37,38,12,38,1.0,7.05,1.97,1.0,experiment
22,38,39,22,39,1.0,7.01,4.03,1.0,experiment
22,39,40,33,40,2.97,1.96,5.04,1.03,experiment
23,0,1,33,1,7.71,6.56,7.71,7.74,experiment
23,1,2,35,2,9.0,9.0,9.0,9.0,experiment
23,2,3,20,3,7.09,4.14,7.0,6.79,experiment
23,3,4,30,4,8.21,6.97,8.27,8.42,experiment
23,4,5,4,5,6.94,7.01,7.05,6.01,experiment
23,5,6,1,6,5.09,4.97,4.97,5.97,experiment
23,6,7,34,7,8.94,7.81,7.99,8.99,experiment
23,7,8,38,8,7.23,4.95,7.37,7.83,experiment
23,8,9,3,9,7.03,5.0,7.01,6.04,experiment
23,9,10,9,10,5.01,2.99,5.06,4.03,experiment
23,10,11,32,11,7.0,5.0,7.46,8.1,experiment
23,11,12,26,12,7.0,1.91,7.04,7.0,experiment
23,12,13,24,13,8.01,5.06,7.47,8.01,experiment
23,13,14,12,14,8.01,7.01,7.85,8.01,experiment
23,14,15,28,15,7.0,1.96,7.5,7.37,experiment
23,15,16,39,16,5.15,1.91,5.04,3.77,experiment
23,16,17,19,17,2.86,1.0,3.51,1.06,experiment
23,17,18,5,18,7.12,4.95,8.03,7.05,experiment
23,18,19,31,19,8.15,5.01,7.82,8.09,experiment
23,19,20,8,20,3.96,1.0,4.94,1.91,experiment
23,20,21,17,21,1.91,1.0,7.38,1.0,experiment
23,21,22,2,22,2.97,1.0,5.06,2.03,experiment
23,22,23,23,23,4.17,1.97,5.82,4.05,experiment
23,23,24,37,24,6.53,2.03,6.51,7.94,experiment
23,24,25,7,25,4.97,1.0,3.96,2.1,experiment
23,25,26,25,26,8.27,5.0,8.32,8.12,experiment
23,26,27,21,27,5.06,1.05,5.04,2.88,experiment
23,27,28,13,28,5.04,1.0,5.04,2.03,experiment
23,28,29,18,29,3.72,1.06,7.15,2.96,experiment
23,29,30,27,30,3.88,1.19,4.13,7.42,experiment
23,30,31,10,31,4.86,1.0,4.99,1.87,experiment
23,31,32,29,32,7.97,7.04,8.28,8.06,experiment
23,32,33,11,33,5.04,1.0,4.94,1.85,experiment
23,33,34,40,34,6.72,6.35,6.79,7.91,experiment
23,34,35,6,35,5.18,1.0,5.0,1.95,experiment
23,35,36,22,36,4.92,1.0,5.28,1.86,experiment
23,36,37,36,37,4.31,1.0,4.85,2.03,experiment
23,37,38,16,38,4.97,1.0,6.05,1.77,experiment
23,38,39,15,39,5.0,1.0,7.06,2.01,experiment
23,39,40,14,40,4.88,1.0,3.05,2.04,experiment
24,0,1,24,1,7.06,6.09,8.03,7.04,experiment
24,1,2,12,2,6.04,6.09,6.97,6.01,experiment
24,2,3,16,3,8.96,7.12,8.96,6.05,experiment
24,3,4,22,4,6.05,7.05,6.05,6.97,experiment
