repetition,role,cell_id,subject_fold,stimulus_fold,task,label_policy,held_subject_count,held_stimulus_count,train_rows_before_policy,train_rows_retained,train_low,train_high,train_single_class,test_rows_before_policy,test_rows_retained,test_midpoints_removed,test_midpoint_removed_fraction,test_low,test_high,test_min_class_support,test_single_class,test_rows_after_eeg_emg_availability,seen_subject_unseen_stimulus_rows_retained,unseen_subject_seen_stimulus_rows_retained,subject_leakage,stimulus_leakage
1,sensitivity,rep01_S04_T02,4,2,valence,midpoint_as_high,15,8,1152,1152,499,653,False,120,120,0,0.0,37,83,37,False,120,384,360,False,False
1,sensitivity,rep01_S04_T02,4,2,arousal,discard_midpoint,15,8,1152,1031,609,422,False,120,107,13,0.10833333333333334,80,27,27,False,107,343,318,False,False
1,sensitivity,rep01_S04_T02,4,2,arousal,midpoint_as_low,15,8,1152,1152,730,422,False,120,120,0,0.0,93,27,27,False,120,384,360,False,False
1,sensitivity,rep01_S04_T02,4,2,arousal,midpoint_as_high,15,8,1152,1152,609,543,False,120,120,0,0.0,80,40,40,False,120,384,360,False,False
1,sensitivity,rep01_S04_T03,4,3,valence,discard_midpoint,15,8,1152,940,476,464,False,120,101,19,0.15833333333333333,42,59,42,False,101,326,300,False,False
1,sensitivity,rep01_S04_T03,4,3,valence,midpoint_as_low,15,8,1152,1152,688,464,False,120,120,0,0.0,61,59,59,False,120,384,360,False,False
1,sensitivity,rep01_S04_T03,4,3,valence,midpoint_as_high,15,8,1152,1152,476,676,False,120,120,0,0.0,42,78,42,False,120,384,360,False,False
1,sensitivity,rep01_S04_T03,4,3,arousal,discard_midpoint,15,8,1152,1031,602,429,False,120,107,13,0.10833333333333334,77,30,30,False,107,343,318,False,False
1,sensitivity,rep01_S04_T03,4,3,arousal,midpoint_as_low,15,8,1152,1152,723,429,False,120,120,0,0.0,90,30,30,False,120,384,360,False,False
1,sensitivity,rep01_S04_T03,4,3,arousal,midpoint_as_high,15,8,1152,1152,602,550,False,120,120,0,0.0,77,43,43,False,120,384,360,False,False
1,sensitivity,rep01_S04_T04,4,4,valence,discard_midpoint,15,8,1152,938,467,471,False,120,111,9,0.075,51,60,51,False,111,328,290,False,False
1,sensitivity,rep01_S04_T04,4,4,valence,midpoint_as_low,15,8,1152,1152,681,471,False,120,120,0,0.0,60,60,60,False,120,384,360,False,False
1,sensitivity,rep01_S04_T04,4,4,valence,midpoint_as_high,15,8,1152,1152,467,685,False,120,120,0,0.0,51,69,51,False,120,384,360,False,False
1,sensitivity,rep01_S04_T04,4,4,arousal,discard_midpoint,15,8,1152,1026,670,356,False,120,108,12,0.1,44,64,44,False,108,348,317,False,False
1,sensitivity,rep01_S04_T04,4,4,arousal,midpoint_as_low,15,8,1152,1152,796,356,False,120,120,0,0.0,56,64,56,False,120,384,360,False,False
1,sensitivity,rep01_S04_T04,4,4,arousal,midpoint_as_high,15,8,1152,1152,670,482,False,120,120,0,0.0,44,76,44,False,120,384,360,False,False
2,sensitivity,rep02_S01_T01,1,1,valence,discard_midpoint,16,8,1128,978,486,492,False,128,94,34,0.265625,44,50,44,False,94,261,334,False,False
2,sensitivity,rep02_S01_T01,1,1,valence,midpoint_as_low,16,8,1128,1128,636,492,False,128,128,0,0.0,78,50,50,False,128,376,384,False,False
2,sensitivity,rep02_S01_T01,1,1,valence,midpoint_as_high,16,8,1128,1128,486,642,False,128,128,0,0.0,44,84,44,False,128,376,384,False,False
2,sensitivity,rep02_S01_T01,1,1,arousal,discard_midpoint,16,8,1128,1000,608,392,False,128,120,8,0.0625,83,37,37,False,120,323,356,False,False
2,sensitivity,rep02_S01_T01,1,1,arousal,midpoint_as_low,16,8,1128,1128,736,392,False,128,128,0,0.0,91,37,37,False,128,376,384,False,False
2,sensitivity,rep02_S01_T01,1,1,arousal,midpoint_as_high,16,8,1128,1128,608,520,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
2,sensitivity,rep02_S01_T02,1,2,valence,discard_midpoint,16,8,1128,936,434,502,False,128,104,24,0.1875,58,46,46,False,104,303,324,False,False
2,sensitivity,rep02_S01_T02,1,2,valence,midpoint_as_low,16,8,1128,1128,626,502,False,128,128,0,0.0,82,46,46,False,128,376,384,False,False
2,sensitivity,rep02_S01_T02,1,2,valence,midpoint_as_high,16,8,1128,1128,434,694,False,128,128,0,0.0,58,70,58,False,128,376,384,False,False
2,sensitivity,rep02_S01_T02,1,2,arousal,discard_midpoint,16,8,1128,997,593,404,False,128,115,13,0.1015625,79,36,36,False,115,326,361,False,False
2,sensitivity,rep02_S01_T02,1,2,arousal,midpoint_as_low,16,8,1128,1128,724,404,False,128,128,0,0.0,92,36,36,False,128,376,384,False,False
2,sensitivity,rep02_S01_T02,1,2,arousal,midpoint_as_high,16,8,1128,1128,593,535,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
2,sensitivity,rep02_S01_T03,1,3,valence,discard_midpoint,16,8,1128,890,374,516,False,128,120,8,0.0625,79,41,41,False,120,349,308,False,False
2,sensitivity,rep02_S01_T03,1,3,valence,midpoint_as_low,16,8,1128,1128,612,516,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
2,sensitivity,rep02_S01_T03,1,3,valence,midpoint_as_high,16,8,1128,1128,374,754,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
2,sensitivity,rep02_S01_T03,1,3,arousal,discard_midpoint,16,8,1128,990,702,288,False,128,122,6,0.046875,42,80,42,False,122,333,354,False,False
2,sensitivity,rep02_S01_T03,1,3,arousal,midpoint_as_low,16,8,1128,1128,840,288,False,128,128,0,0.0,48,80,48,False,128,376,384,False,False
2,sensitivity,rep02_S01_T03,1,3,arousal,midpoint_as_high,16,8,1128,1128,702,426,False,128,128,0,0.0,42,86,42,False,128,376,384,False,False
2,sensitivity,rep02_S01_T04,1,4,valence,discard_midpoint,16,8,1128,913,518,395,False,128,110,18,0.140625,27,83,27,False,110,326,318,False,False
2,sensitivity,rep02_S01_T04,1,4,valence,midpoint_as_low,16,8,1128,1128,733,395,False,128,128,0,0.0,45,83,45,False,128,376,384,False,False
2,sensitivity,rep02_S01_T04,1,4,valence,midpoint_as_high,16,8,1128,1128,518,610,False,128,128,0,0.0,27,101,27,False,128,376,384,False,False
2,sensitivity,rep02_S01_T04,1,4,arousal,discard_midpoint,16,8,1128,982,620,362,False,128,119,9,0.0703125,67,52,52,False,119,341,357,False,False
2,sensitivity,rep02_S01_T04,1,4,arousal,midpoint_as_low,16,8,1128,1128,766,362,False,128,128,0,0.0,76,52,52,False,128,376,384,False,False
2,sensitivity,rep02_S01_T04,1,4,arousal,midpoint_as_high,16,8,1128,1128,620,508,False,128,128,0,0.0,67,61,61,False,128,376,384,False,False
2,sensitivity,rep02_S02_T01,2,1,valence,discard_midpoint,16,8,1128,975,486,489,False,128,89,39,0.3046875,41,48,41,False,89,266,337,False,False
2,sensitivity,rep02_S02_T01,2,1,valence,midpoint_as_low,16,8,1128,1128,639,489,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
2,sensitivity,rep02_S02_T01,2,1,valence,midpoint_as_high,16,8,1128,1128,486,642,False,128,128,0,0.0,41,87,41,False,128,376,384,False,False
2,sensitivity,rep02_S02_T01,2,1,arousal,discard_midpoint,16,8,1128,1013,610,403,False,128,109,19,0.1484375,72,37,37,False,109,334,343,False,False
2,sensitivity,rep02_S02_T01,2,1,arousal,midpoint_as_low,16,8,1128,1128,725,403,False,128,128,0,0.0,91,37,37,False,128,376,384,False,False
2,sensitivity,rep02_S02_T01,2,1,arousal,midpoint_as_high,16,8,1128,1128,610,518,False,128,128,0,0.0,72,56,56,False,128,376,384,False,False
2,sensitivity,rep02_S02_T02,2,2,valence,discard_midpoint,16,8,1128,941,438,503,False,128,107,21,0.1640625,59,48,48,False,107,300,319,False,False
2,sensitivity,rep02_S02_T02,2,2,valence,midpoint_as_low,16,8,1128,1128,625,503,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
2,sensitivity,rep02_S02_T02,2,2,valence,midpoint_as_high,16,8,1128,1128,438,690,False,128,128,0,0.0,59,69,59,False,128,376,384,False,False
2,sensitivity,rep02_S02_T02,2,2,arousal,discard_midpoint,16,8,1128,1017,606,411,False,128,111,17,0.1328125,79,32,32,False,111,330,341,False,False
2,sensitivity,rep02_S02_T02,2,2,arousal,midpoint_as_low,16,8,1128,1128,717,411,False,128,128,0,0.0,96,32,32,False,128,376,384,False,False
2,sensitivity,rep02_S02_T02,2,2,arousal,midpoint_as_high,16,8,1128,1128,606,522,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
2,sensitivity,rep02_S02_T03,2,3,valence,discard_midpoint,16,8,1128,890,375,515,False,128,118,10,0.078125,77,41,41,False,118,351,308,False,False
2,sensitivity,rep02_S02_T03,2,3,valence,midpoint_as_low,16,8,1128,1128,613,515,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
2,sensitivity,rep02_S02_T03,2,3,valence,midpoint_as_high,16,8,1128,1128,375,753,False,128,128,0,0.0,77,51,51,False,128,376,384,False,False
2,sensitivity,rep02_S02_T03,2,3,arousal,discard_midpoint,16,8,1128,1011,711,300,False,128,119,9,0.0703125,38,81,38,False,119,336,333,False,False
2,sensitivity,rep02_S02_T03,2,3,arousal,midpoint_as_low,16,8,1128,1128,828,300,False,128,128,0,0.0,47,81,47,False,128,376,384,False,False
2,sensitivity,rep02_S02_T03,2,3,arousal,midpoint_as_high,16,8,1128,1128,711,417,False,128,128,0,0.0,38,90,38,False,128,376,384,False,False
2,sensitivity,rep02_S02_T04,2,4,valence,discard_midpoint,16,8,1128,917,522,395,False,128,112,16,0.125,28,84,28,False,112,324,314,False,False
2,sensitivity,rep02_S02_T04,2,4,valence,midpoint_as_low,16,8,1128,1128,733,395,False,128,128,0,0.0,44,84,44,False,128,376,384,False,False
2,sensitivity,rep02_S02_T04,2,4,valence,midpoint_as_high,16,8,1128,1128,522,606,False,128,128,0,0.0,28,100,28,False,128,376,384,False,False
2,sensitivity,rep02_S02_T04,2,4,arousal,discard_midpoint,16,8,1128,1000,635,365,False,128,113,15,0.1171875,69,44,44,False,113,347,339,False,False
2,sensitivity,rep02_S02_T04,2,4,arousal,midpoint_as_low,16,8,1128,1128,763,365,False,128,128,0,0.0,84,44,44,False,128,376,384,False,False
2,sensitivity,rep02_S02_T04,2,4,arousal,midpoint_as_high,16,8,1128,1128,635,493,False,128,128,0,0.0,69,59,59,False,128,376,384,False,False
2,sensitivity,rep02_S03_T01,3,1,valence,discard_midpoint,16,8,1128,984,490,494,False,128,90,38,0.296875,38,52,38,False,90,265,328,False,False
2,sensitivity,rep02_S03_T01,3,1,valence,midpoint_as_low,16,8,1128,1128,634,494,False,128,128,0,0.0,76,52,52,False,128,376,384,False,False
2,sensitivity,rep02_S03_T01,3,1,valence,midpoint_as_high,16,8,1128,1128,490,638,False,128,128,0,0.0,38,90,38,False,128,376,384,False,False
2,sensitivity,rep02_S03_T01,3,1,arousal,discard_midpoint,16,8,1128,1014,588,426,False,128,109,19,0.1484375,79,30,30,False,109,334,342,False,False
2,sensitivity,rep02_S03_T01,3,1,arousal,midpoint_as_low,16,8,1128,1128,702,426,False,128,128,0,0.0,98,30,30,False,128,376,384,False,False
2,sensitivity,rep02_S03_T01,3,1,arousal,midpoint_as_high,16,8,1128,1128,588,540,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
2,sensitivity,rep02_S03_T02,3,2,valence,discard_midpoint,16,8,1128,940,439,501,False,128,98,30,0.234375,53,45,45,False,98,309,320,False,False
2,sensitivity,rep02_S03_T02,3,2,valence,midpoint_as_low,16,8,1128,1128,627,501,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
2,sensitivity,rep02_S03_T02,3,2,valence,midpoint_as_high,16,8,1128,1128,439,689,False,128,128,0,0.0,53,75,53,False,128,376,384,False,False
2,sensitivity,rep02_S03_T02,3,2,arousal,discard_midpoint,16,8,1128,1019,581,438,False,128,112,16,0.125,83,29,29,False,112,329,339,False,False
2,sensitivity,rep02_S03_T02,3,2,arousal,midpoint_as_low,16,8,1128,1128,690,438,False,128,128,0,0.0,99,29,29,False,128,376,384,False,False
2,sensitivity,rep02_S03_T02,3,2,arousal,midpoint_as_high,16,8,1128,1128,581,547,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
2,sensitivity,rep02_S03_T03,3,3,valence,discard_midpoint,16,8,1128,902,386,516,False,128,122,6,0.046875,81,41,41,False,122,347,296,False,False
2,sensitivity,rep02_S03_T03,3,3,valence,midpoint_as_low,16,8,1128,1128,612,516,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
2,sensitivity,rep02_S03_T03,3,3,valence,midpoint_as_high,16,8,1128,1128,386,742,False,128,128,0,0.0,81,47,47,False,128,376,384,False,False
2,sensitivity,rep02_S03_T03,3,3,arousal,discard_midpoint,16,8,1128,1003,693,310,False,128,110,18,0.140625,49,61,49,False,110,345,341,False,False
2,sensitivity,rep02_S03_T03,3,3,arousal,midpoint_as_low,16,8,1128,1128,818,310,False,128,128,0,0.0,67,61,61,False,128,376,384,False,False
2,sensitivity,rep02_S03_T03,3,3,arousal,midpoint_as_high,16,8,1128,1128,693,435,False,128,128,0,0.0,49,79,49,False,128,376,384,False,False
2,sensitivity,rep02_S03_T04,3,4,valence,discard_midpoint,16,8,1128,921,527,394,False,128,108,20,0.15625,26,82,26,False,108,328,310,False,False
2,sensitivity,rep02_S03_T04,3,4,valence,midpoint_as_low,16,8,1128,1128,734,394,False,128,128,0,0.0,46,82,46,False,128,376,384,False,False
2,sensitivity,rep02_S03_T04,3,4,valence,midpoint_as_high,16,8,1128,1128,527,601,False,128,128,0,0.0,26,102,26,False,128,376,384,False,False
2,sensitivity,rep02_S03_T04,3,4,arousal,discard_midpoint,16,8,1128,1008,613,395,False,128,120,8,0.0625,76,44,44,False,120,340,331,False,False
2,sensitivity,rep02_S03_T04,3,4,arousal,midpoint_as_low,16,8,1128,1128,733,395,False,128,128,0,0.0,84,44,44,False,128,376,384,False,False
2,sensitivity,rep02_S03_T04,3,4,arousal,midpoint_as_high,16,8,1128,1128,613,515,False,128,128,0,0.0,76,52,52,False,128,376,384,False,False
2,sensitivity,rep02_S04_T01,4,1,valence,discard_midpoint,15,8,1152,999,488,511,False,120,82,38,0.31666666666666665,39,43,39,False,82,273,313,False,False
2,sensitivity,rep02_S04_T01,4,1,valence,midpoint_as_low,15,8,1152,1152,641,511,False,120,120,0,0.0,77,43,43,False,120,384,360,False,False
2,sensitivity,rep02_S04_T01,4,1,valence,midpoint_as_high,15,8,1152,1152,488,664,False,120,120,0,0.0,39,81,39,False,120,384,360,False,False
2,sensitivity,rep02_S04_T01,4,1,arousal,discard_midpoint,15,8,1152,1041,582,459,False,120,105,15,0.125,82,23,23,False,105,338,315,False,False
2,sensitivity,rep02_S04_T01,4,1,arousal,midpoint_as_low,15,8,1152,1152,693,459,False,120,120,0,0.0,97,23,23,False,120,384,360,False,False
2,sensitivity,rep02_S04_T01,4,1,arousal,midpoint_as_high,15,8,1152,1152,582,570,False,120,120,0,0.0,82,38,38,False,120,384,360,False,False
2,sensitivity,rep02_S04_T02,4,2,valence,discard_midpoint,15,8,1152,963,441,522,False,120,98,22,0.18333333333333332,58,40,40,False,98,309,297,False,False
2,sensitivity,rep02_S04_T02,4,2,valence,midpoint_as_low,15,8,1152,1152,630,522,False,120,120,0,0.0,80,40,40,False,120,384,360,False,False
2,sensitivity,rep02_S04_T02,4,2,valence,midpoint_as_high,15,8,1152,1152,441,711,False,120,120,0,0.0,58,62,58,False,120,384,360,False,False
2,sensitivity,rep02_S04_T02,4,2,arousal,discard_midpoint,15,8,1152,1041,575,466,False,120,103,17,0.14166666666666666,86,17,17,False,103,338,317,False,False
2,sensitivity,rep02_S04_T02,4,2,arousal,midpoint_as_low,15,8,1152,1152,686,466,False,120,120,0,0.0,103,17,17,False,120,384,360,False,False
2,sensitivity,rep02_S04_T02,4,2,arousal,midpoint_as_high,15,8,1152,1152,575,577,False,120,120,0,0.0,86,34,34,False,120,384,360,False,False
2,sensitivity,rep02_S04_T03,4,3,valence,discard_midpoint,15,8,1152,912,374,538,False,120,109,11,0.09166666666666666,72,37,37,False,109,360,286,False,False
2,sensitivity,rep02_S04_T03,4,3,valence,midpoint_as_low,15,8,1152,1152,614,538,False,120,120,0,0.0,83,37,37,False,120,384,360,False,False
2,sensitivity,rep02_S04_T03,4,3,valence,midpoint_as_high,15,8,1152,1152,374,778,False,120,120,0,0.0,72,48,48,False,120,384,360,False,False
2,sensitivity,rep02_S04_T03,4,3,arousal,discard_midpoint,15,8,1152,1028,687,341,False,120,104,16,0.13333333333333333,52,52,52,False,104,351,316,False,False
2,sensitivity,rep02_S04_T03,4,3,arousal,midpoint_as_low,15,8,1152,1152,811,341,False,120,120,0,0.0,68,52,52,False,120,384,360,False,False
2,sensitivity,rep02_S04_T03,4,3,arousal,midpoint_as_high,15,8,1152,1152,687,465,False,120,120,0,0.0,52,68,52,False,120,384,360,False,False
2,sensitivity,rep02_S04_T04,4,4,valence,discard_midpoint,15,8,1152,942,530,412,False,120,106,14,0.11666666666666667,32,74,32,False,106,330,289,False,False
2,sensitivity,rep02_S04_T04,4,4,valence,midpoint_as_low,15,8,1152,1152,740,412,False,120,120,0,0.0,46,74,46,False,120,384,360,False,False
2,sensitivity,rep02_S04_T04,4,4,valence,midpoint_as_high,15,8,1152,1152,530,622,False,120,120,0,0.0,32,88,32,False,120,384,360,False,False
2,sensitivity,rep02_S04_T04,4,4,arousal,discard_midpoint,15,8,1152,1027,604,423,False,120,108,12,0.1,76,32,32,False,108,352,312,False,False
2,sensitivity,rep02_S04_T04,4,4,arousal,midpoint_as_low,15,8,1152,1152,729,423,False,120,120,0,0.0,88,32,32,False,120,384,360,False,False
2,sensitivity,rep02_S04_T04,4,4,arousal,midpoint_as_high,15,8,1152,1152,604,548,False,120,120,0,0.0,76,44,44,False,120,384,360,False,False
3,sensitivity,rep03_S01_T01,1,1,valence,discard_midpoint,16,8,1128,922,364,558,False,128,108,20,0.15625,81,27,27,False,108,331,306,False,False
3,sensitivity,rep03_S01_T01,1,1,valence,midpoint_as_low,16,8,1128,1128,570,558,False,128,128,0,0.0,101,27,27,False,128,376,384,False,False
3,sensitivity,rep03_S01_T01,1,1,valence,midpoint_as_high,16,8,1128,1128,364,764,False,128,128,0,0.0,81,47,47,False,128,376,384,False,False
3,sensitivity,rep03_S01_T01,1,1,arousal,discard_midpoint,16,8,1128,985,657,328,False,128,124,4,0.03125,51,73,51,False,124,329,361,False,False
3,sensitivity,rep03_S01_T01,1,1,arousal,midpoint_as_low,16,8,1128,1128,800,328,False,128,128,0,0.0,55,73,55,False,128,376,384,False,False
3,sensitivity,rep03_S01_T01,1,1,arousal,midpoint_as_high,16,8,1128,1128,657,471,False,128,128,0,0.0,51,77,51,False,128,376,384,False,False
3,sensitivity,rep03_S01_T02,1,2,valence,discard_midpoint,16,8,1128,977,500,477,False,128,91,37,0.2890625,36,55,36,False,91,276,323,False,False
3,sensitivity,rep03_S01_T02,1,2,valence,midpoint_as_low,16,8,1128,1128,651,477,False,128,128,0,0.0,73,55,55,False,128,376,384,False,False
3,sensitivity,rep03_S01_T02,1,2,valence,midpoint_as_high,16,8,1128,1128,500,628,False,128,128,0,0.0,36,92,36,False,128,376,384,False,False
3,sensitivity,rep03_S01_T02,1,2,arousal,discard_midpoint,16,8,1128,980,610,370,False,128,121,7,0.0546875,74,47,47,False,121,334,364,False,False
3,sensitivity,rep03_S01_T02,1,2,arousal,midpoint_as_low,16,8,1128,1128,758,370,False,128,128,0,0.0,81,47,47,False,128,376,384,False,False
3,sensitivity,rep03_S01_T02,1,2,arousal,midpoint_as_high,16,8,1128,1128,610,518,False,128,128,0,0.0,74,54,54,False,128,376,384,False,False
3,sensitivity,rep03_S01_T03,1,3,valence,discard_midpoint,16,8,1128,921,513,408,False,128,113,15,0.1171875,30,83,30,False,113,332,301,False,False
3,sensitivity,rep03_S01_T03,1,3,valence,midpoint_as_low,16,8,1128,1128,720,408,False,128,128,0,0.0,45,83,45,False,128,376,384,False,False
3,sensitivity,rep03_S01_T03,1,3,valence,midpoint_as_high,16,8,1128,1128,513,615,False,128,128,0,0.0,30,98,30,False,128,376,384,False,False
3,sensitivity,rep03_S01_T03,1,3,arousal,discard_midpoint,16,8,1128,985,559,426,False,128,119,9,0.0703125,91,28,28,False,119,329,366,False,False
3,sensitivity,rep03_S01_T03,1,3,arousal,midpoint_as_low,16,8,1128,1128,702,426,False,128,128,0,0.0,100,28,28,False,128,376,384,False,False
3,sensitivity,rep03_S01_T03,1,3,arousal,midpoint_as_high,16,8,1128,1128,559,569,False,128,128,0,0.0,91,37,37,False,128,376,384,False,False
3,sensitivity,rep03_S01_T04,1,4,valence,discard_midpoint,16,8,1128,939,444,495,False,128,102,26,0.203125,58,44,44,False,102,314,312,False,False
3,sensitivity,rep03_S01_T04,1,4,valence,midpoint_as_low,16,8,1128,1128,633,495,False,128,128,0,0.0,84,44,44,False,128,376,384,False,False
3,sensitivity,rep03_S01_T04,1,4,valence,midpoint_as_high,16,8,1128,1128,444,684,False,128,128,0,0.0,58,70,58,False,128,376,384,False,False
3,sensitivity,rep03_S01_T04,1,4,arousal,discard_midpoint,16,8,1128,992,610,382,False,128,121,7,0.0546875,84,37,37,False,121,322,364,False,False
3,sensitivity,rep03_S01_T04,1,4,arousal,midpoint_as_low,16,8,1128,1128,746,382,False,128,128,0,0.0,91,37,37,False,128,376,384,False,False
3,sensitivity,rep03_S01_T04,1,4,arousal,midpoint_as_high,16,8,1128,1128,610,518,False,128,128,0,0.0,84,44,44,False,128,376,384,False,False
3,sensitivity,rep03_S02_T01,2,1,valence,discard_midpoint,16,8,1128,922,361,561,False,128,110,18,0.140625,82,28,28,False,110,329,306,False,False
3,sensitivity,rep03_S02_T01,2,1,valence,midpoint_as_low,16,8,1128,1128,567,561,False,128,128,0,0.0,100,28,28,False,128,376,384,False,False
3,sensitivity,rep03_S02_T01,2,1,valence,midpoint_as_high,16,8,1128,1128,361,767,False,128,128,0,0.0,82,46,46,False,128,376,384,False,False
3,sensitivity,rep03_S02_T01,2,1,arousal,discard_midpoint,16,8,1128,1005,651,354,False,128,117,11,0.0859375,59,58,58,False,117,336,341,False,False
3,sensitivity,rep03_S02_T01,2,1,arousal,midpoint_as_low,16,8,1128,1128,774,354,False,128,128,0,0.0,70,58,58,False,128,376,384,False,False
3,sensitivity,rep03_S02_T01,2,1,arousal,midpoint_as_high,16,8,1128,1128,651,477,False,128,128,0,0.0,59,69,59,False,128,376,384,False,False
3,sensitivity,rep03_S02_T02,2,2,valence,discard_midpoint,16,8,1128,971,494,477,False,128,87,41,0.3203125,34,53,34,False,87,280,329,False,False
3,sensitivity,rep03_S02_T02,2,2,valence,midpoint_as_low,16,8,1128,1128,651,477,False,128,128,0,0.0,75,53,53,False,128,376,384,False,False
3,sensitivity,rep03_S02_T02,2,2,valence,midpoint_as_high,16,8,1128,1128,494,634,False,128,128,0,0.0,34,94,34,False,128,376,384,False,False
3,sensitivity,rep03_S02_T02,2,2,arousal,discard_midpoint,16,8,1128,1002,607,395,False,128,116,12,0.09375,85,31,31,False,116,339,342,False,False
3,sensitivity,rep03_S02_T02,2,2,arousal,midpoint_as_low,16,8,1128,1128,733,395,False,128,128,0,0.0,97,31,31,False,128,376,384,False,False
3,sensitivity,rep03_S02_T02,2,2,arousal,midpoint_as_high,16,8,1128,1128,607,521,False,128,128,0,0.0,85,43,43,False,128,376,384,False,False
3,sensitivity,rep03_S02_T03,2,3,valence,discard_midpoint,16,8,1128,916,511,405,False,128,110,18,0.140625,32,78,32,False,110,335,306,False,False
3,sensitivity,rep03_S02_T03,2,3,valence,midpoint_as_low,16,8,1128,1128,723,405,False,128,128,0,0.0,50,78,50,False,128,376,384,False,False
3,sensitivity,rep03_S02_T03,2,3,valence,midpoint_as_high,16,8,1128,1128,511,617,False,128,128,0,0.0,32,96,32,False,128,376,384,False,False
3,sensitivity,rep03_S02_T03,2,3,arousal,discard_midpoint,16,8,1128,1003,545,458,False,128,110,18,0.140625,91,19,19,False,110,338,348,False,False
3,sensitivity,rep03_S02_T03,2,3,arousal,midpoint_as_low,16,8,1128,1128,670,458,False,128,128,0,0.0,109,19,19,False,128,376,384,False,False
3,sensitivity,rep03_S02_T03,2,3,arousal,midpoint_as_high,16,8,1128,1128,545,583,False,128,128,0,0.0,91,37,37,False,128,376,384,False,False
3,sensitivity,rep03_S02_T04,2,4,valence,discard_midpoint,16,8,1128,944,443,501,False,128,109,19,0.1484375,61,48,48,False,109,307,307,False,False
3,sensitivity,rep03_S02_T04,2,4,valence,midpoint_as_low,16,8,1128,1128,627,501,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
3,sensitivity,rep03_S02_T04,2,4,valence,midpoint_as_high,16,8,1128,1128,443,685,False,128,128,0,0.0,61,67,61,False,128,376,384,False,False
3,sensitivity,rep03_S02_T04,2,4,arousal,discard_midpoint,16,8,1128,1013,591,422,False,128,115,13,0.1015625,79,36,36,False,115,328,343,False,False
3,sensitivity,rep03_S02_T04,2,4,arousal,midpoint_as_low,16,8,1128,1128,706,422,False,128,128,0,0.0,92,36,36,False,128,376,384,False,False
3,sensitivity,rep03_S02_T04,2,4,arousal,midpoint_as_high,16,8,1128,1128,591,537,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
3,sensitivity,rep03_S03_T01,3,1,valence,discard_midpoint,16,8,1128,910,370,540,False,128,113,15,0.1171875,86,27,27,False,113,326,318,False,False
3,sensitivity,rep03_S03_T01,3,1,valence,midpoint_as_low,16,8,1128,1128,588,540,False,128,128,0,0.0,101,27,27,False,128,376,384,False,False
3,sensitivity,rep03_S03_T01,3,1,valence,midpoint_as_high,16,8,1128,1128,370,758,False,128,128,0,0.0,86,42,42,False,128,376,384,False,False
3,sensitivity,rep03_S03_T01,3,1,arousal,discard_midpoint,16,8,1128,1007,676,331,False,128,102,26,0.203125,54,48,48,False,102,351,339,False,False
3,sensitivity,rep03_S03_T01,3,1,arousal,midpoint_as_low,16,8,1128,1128,797,331,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
3,sensitivity,rep03_S03_T01,3,1,arousal,midpoint_as_high,16,8,1128,1128,676,452,False,128,128,0,0.0,54,74,54,False,128,376,384,False,False
3,sensitivity,rep03_S03_T02,3,2,valence,discard_midpoint,16,8,1128,967,501,466,False,128,98,30,0.234375,36,62,36,False,98,269,333,False,False
3,sensitivity,rep03_S03_T02,3,2,valence,midpoint_as_low,16,8,1128,1128,662,466,False,128,128,0,0.0,66,62,62,False,128,376,384,False,False
3,sensitivity,rep03_S03_T02,3,2,valence,midpoint_as_high,16,8,1128,1128,501,627,False,128,128,0,0.0,36,92,36,False,128,376,384,False,False
3,sensitivity,rep03_S03_T02,3,2,arousal,discard_midpoint,16,8,1128,1017,618,399,False,128,114,14,0.109375,66,48,48,False,114,341,327,False,False
3,sensitivity,rep03_S03_T02,3,2,arousal,midpoint_as_low,16,8,1128,1128,729,399,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
3,sensitivity,rep03_S03_T02,3,2,arousal,midpoint_as_high,16,8,1128,1128,618,510,False,128,128,0,0.0,66,62,62,False,128,376,384,False,False
3,sensitivity,rep03_S03_T03,3,3,valence,discard_midpoint,16,8,1128,905,516,389,False,128,114,14,0.109375,32,82,32,False,114,331,317,False,False
3,sensitivity,rep03_S03_T03,3,3,valence,midpoint_as_low,16,8,1128,1128,739,389,False,128,128,0,0.0,46,82,46,False,128,376,384,False,False
3,sensitivity,rep03_S03_T03,3,3,valence,midpoint_as_high,16,8,1128,1128,516,612,False,128,128,0,0.0,32,96,32,False,128,376,384,False,False
