scheme,trial_index,seed,min_test_class_support,min_train_class_support,min_test_retained,single_class_test_flags,single_class_train_flags,max_midpoint_removed_fraction,min_held_subjects,max_held_subjects,min_held_stimuli,max_held_stimuli,strong_capacity_pass,minimal_capacity_pass
deap_4x4,341,3342621103,19,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,342,2900373390,12,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,343,3552097544,22,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,344,3870405389,19,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,345,3795412123,18,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,346,548667087,23,281,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,347,166644498,17,252,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,348,3638868769,20,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,349,1678883409,21,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,350,3625567967,19,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,351,603047794,21,274,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,352,4248603247,13,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,353,3519724896,21,243,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,354,3455433587,16,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,355,3106725989,20,246,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,356,2329597349,21,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,357,474030696,20,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,358,3461825458,20,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,359,3347996803,15,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,360,3643200988,21,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,361,3031078993,19,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,362,3345184046,19,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,363,906608611,14,250,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,364,2845469183,23,277,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,365,4142814836,17,264,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,366,4258426382,18,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,367,1127068092,18,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,368,911103472,22,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,369,2739452440,18,254,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,370,3922988782,23,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,371,2640584222,21,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,372,3574727369,24,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,373,1176050952,16,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,374,1779136649,21,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,375,3362746998,26,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,376,1207830852,18,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,377,2851870948,13,228,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,378,1932781819,25,277,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,379,3196432141,26,278,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,380,3349516327,16,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,381,1045284725,17,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,382,589867769,23,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,383,2737299788,14,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,384,3536087123,24,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,385,1214448761,25,281,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,386,2720816363,22,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,387,2900643050,22,255,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,388,442361975,22,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,389,4107582559,18,252,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,390,3586489574,19,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,391,2578549383,18,286,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,392,1449965519,21,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,393,3535446528,17,251,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,394,2893252794,21,253,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,395,4159313778,14,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,396,452857202,21,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,397,861219783,19,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,398,3572275144,17,232,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,399,2563292749,19,265,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,400,897542901,22,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,401,590668347,23,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,402,3121212496,22,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,403,2079842561,25,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,404,2852477528,22,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,405,3377366513,22,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,406,3499228478,22,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,407,2673114170,16,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,408,2540932935,18,266,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,409,110050435,22,251,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,410,644946085,26,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,411,3057793912,23,277,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,412,2294038511,26,278,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,413,2619260386,19,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,414,3805224525,25,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,415,1457968185,16,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,416,2522147551,15,240,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,417,3626451721,22,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,418,3428733850,16,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,419,2517129496,23,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,420,250697358,20,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,421,204817088,13,240,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,422,2976155011,16,252,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,423,803369229,11,251,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,424,3622835291,17,246,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,425,44085496,23,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,426,2209265100,19,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,427,900960458,23,242,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,428,2094117827,21,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,429,3470431658,24,279,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,430,2187524416,15,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,431,1947846913,19,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,432,3342380557,23,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,433,3371103035,21,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,434,2399037402,25,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,435,2999024076,24,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,436,2287825300,16,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,437,191883187,23,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,438,2201617873,18,274,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,439,442162961,21,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,440,3205631835,21,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,441,3558956469,24,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,442,2299381527,17,260,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,443,1907054591,8,260,76,0,0,0.05,8,8,10,10,False,True
deap_4x4,444,3105946340,15,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,445,548597532,23,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,446,784139902,22,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,447,1537050821,20,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,448,1908579313,21,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,449,2978750108,18,231,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,450,1049422315,23,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,451,4268424655,16,254,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,452,289468482,17,254,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,453,193233136,20,287,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,454,478775450,18,254,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,455,340619907,24,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,456,1266160044,17,253,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,457,337544154,23,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,458,1165693322,22,268,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,459,3983302015,25,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,460,2983472690,23,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,461,2947938920,20,269,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,462,4198725529,19,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,463,1945695091,21,252,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,464,2636872002,19,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,465,3125030941,20,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,466,1766536291,23,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,467,1986628412,21,265,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,468,2021768641,18,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,469,2919764790,18,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,470,394835262,23,253,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,471,1504503169,22,248,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,472,3333525088,21,255,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,473,2120276073,20,271,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,474,2914808151,16,243,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,475,1797760174,20,264,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,476,4248527444,14,249,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,477,3921513560,25,283,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,478,1160256803,19,262,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,479,4283322015,21,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,480,346343190,19,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,481,540366042,16,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,482,458168234,25,276,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,483,3629160266,16,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,484,369359418,22,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,485,4143560115,12,246,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,486,1760684952,17,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,487,2910072382,20,255,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,488,1581655426,20,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,489,2241972438,15,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,490,1430958934,23,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,491,3783656183,19,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,492,3546885335,24,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,493,2222067258,24,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,494,2572248560,20,265,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,495,3075600078,24,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,496,3845399262,14,253,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,497,2802271863,21,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,498,144909676,19,243,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,499,2341220586,23,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,500,1664836115,18,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,501,2482311677,20,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,502,3695652579,25,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,503,4009716261,23,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,504,210043434,18,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,505,1350190997,24,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,506,3018095576,19,256,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,507,1121287211,20,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,508,991780781,17,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,509,720201592,26,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,510,2346332794,17,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,511,2394527443,19,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,512,1855629546,24,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,513,444162480,22,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,514,3613046660,17,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,515,1299318198,21,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,516,3842998629,22,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,517,2122904537,24,275,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,518,3425660415,20,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,519,4050790562,23,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,520,2487933241,17,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,521,3905997092,19,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,522,2765802501,22,271,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,523,4251268178,20,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,524,3816816822,21,248,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,525,91083014,20,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,526,2549148447,23,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,527,3325359877,20,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,528,3153904067,21,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,529,1080990394,14,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,530,2887596525,23,269,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,531,2690653206,24,278,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,532,353534496,24,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,533,2532066563,16,250,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,534,2914427209,19,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,535,232785173,22,265,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,536,1452988075,23,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,537,4079899417,16,253,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,538,1290402571,24,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,539,2696330760,18,252,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,540,2707196801,23,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,541,407620440,20,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,542,2831615681,12,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,543,1254039657,24,250,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,544,2925193590,22,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,545,3762262056,19,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,546,2130815073,18,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,547,3596623189,23,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,548,3760157472,21,265,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,549,3570011811,21,265,73,0,0,0.0875,8,8,10,10,True,True
deap_4x4,550,927240653,18,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,551,3171431143,21,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,552,2355844769,11,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,553,1349121655,21,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,554,1816513354,22,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,555,1828920730,19,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,556,3571225379,18,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,557,2411521244,21,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,558,1771058791,21,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,559,419608813,16,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,560,1906449860,17,265,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,561,4281910049,18,256,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,562,3260650323,24,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,563,3463909099,10,248,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,564,666328065,19,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,565,1415619488,23,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,566,1534599639,19,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,567,1598494300,22,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,568,1672787279,22,276,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,569,1147876939,21,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,570,3012263466,20,249,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,571,2920413745,25,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,572,2853837572,22,280,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,573,3111820362,22,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,574,2346940571,20,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,575,4219311269,25,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,576,3777539176,21,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,577,4283085433,21,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,578,1947473394,14,254,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,579,3727391660,23,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,580,1968913200,18,252,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,581,25796082,19,259,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,582,3174858236,21,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,583,1692734310,20,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,584,337296249,25,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,585,3752482569,24,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,586,2842364093,19,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,587,503653271,20,264,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,588,1146502131,21,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,589,1547321879,24,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,590,3835176518,19,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,591,1716687379,20,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,592,3405320224,25,272,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,593,778171179,17,250,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,594,1642298621,20,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,595,2481605780,26,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,596,1489571211,20,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,597,1407861118,16,248,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,598,1818851516,17,254,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,599,336650925,16,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,600,966271083,23,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,601,4053668843,21,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,602,986914625,18,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,603,4109656745,20,272,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,604,2635113906,20,254,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,605,2781747197,20,259,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,606,4081344873,16,270,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,607,2355946633,19,249,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,608,2833073116,22,266,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,609,16013574,16,250,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,610,1088907132,21,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,611,1398960312,22,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,612,562832807,25,261,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,613,1865229402,24,278,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,614,1978060721,22,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,615,2312104663,25,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,616,107380741,22,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,617,4160418789,18,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,618,862224983,18,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,619,912763595,14,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,620,672210776,21,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,621,2345448516,25,279,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,622,2105584450,18,262,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,623,1733324634,25,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,624,1052550483,24,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,625,4156173057,22,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,626,2787918796,22,269,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,627,3047460576,17,271,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,628,3132957866,21,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,629,301724346,23,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,630,1503389006,19,252,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,631,709001058,9,263,76,0,0,0.05,8,8,10,10,False,True
deap_4x4,632,1406861741,20,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,633,1291633555,21,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,634,1749002737,19,262,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,635,2886737528,18,247,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,636,3101407807,20,253,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,637,2286932886,26,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,638,3408508458,16,231,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,639,3854723757,22,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,640,3699217747,17,227,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,641,3768003934,22,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,642,3081223274,26,277,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,643,4032638239,12,250,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,644,2828323072,20,272,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,645,4253082723,20,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,646,3738121276,17,257,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,647,3583926336,17,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,648,823743975,17,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,649,1126474525,24,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,650,3586904249,22,251,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,651,1125813010,25,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,652,3891423206,23,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,653,2838096570,15,264,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,654,1938319353,17,252,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,655,2746528350,10,254,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,656,3088107842,17,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,657,3973779807,21,243,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,658,1627755158,16,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,659,900231450,19,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,660,1138731967,15,229,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,661,1506701685,23,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,662,1213373421,24,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,663,3943239437,23,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,664,997231273,18,258,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,665,2419776788,22,249,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,666,1475392143,20,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,667,1759218278,22,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,668,3121435357,22,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,669,3271761142,18,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,670,2518016477,19,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,671,2842778044,25,280,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,672,836839934,15,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,673,1641997581,13,249,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,674,3147703181,18,250,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,675,1105858017,19,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,676,3272298635,22,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,677,4096544414,22,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,678,712809559,16,267,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,679,186849783,18,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,680,162146952,25,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,681,3497206466,13,268,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,682,2039903181,25,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,683,1932968544,20,275,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,684,1860944820,22,271,77,0,0,0.0375,8,8,10,10,True,True
