dataset,subject_id,session_id,trial_id,stimulus_id,presentation_order,valence_score,arousal_score,valence_discard_midpoint,valence_midpoint_as_low,valence_midpoint_as_high,arousal_discard_midpoint,arousal_midpoint_as_low,arousal_midpoint_as_high,eeg_available,emg_available,eeg_path,emg_path,eeg_sampling_rate,emg_sampling_rate,trial_duration_sec,chronology_verified,quality_flag,raw_event_name,event_index_0based,event_index_1based,metadata_duration_sec,eeg_duration_sec,emg_duration_sec,stimulus_identity_verified,source_trial_index_path
I-DARE,12,session_1,idare_s12_stim3063_event95,3063,31,4.0,7.0,0,0,0,1,1,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_12.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_12.mat,512.0,2000.0,5.001953125,True,ok,STIM_3063,95,96,4.998,5.001953125,5.003,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,12,session_1,idare_s12_stim3080_event98,3080,32,2.0,7.0,0,0,0,1,1,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_12.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_12.mat,512.0,2000.0,4.98828125,True,ok,STIM_3080,98,99,4.989,4.98828125,4.991,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimDummy_1_event5,Dummy_1,1,2.0,4.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_Dummy_1,5,6,5.0,4.990234375,4.993,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim3053_event8,3053,2,2.0,4.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_3053,8,9,5.01,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimTumor_1_event11,Tumor_1,3,2.0,5.0,0,0,0,,0,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.013671875,True,ok,STIM_Tumor_1,11,12,4.992,5.013671875,5.016,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimDog_18_event14,Dog_18,4,7.0,4.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_Dog_18,14,15,5.001,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimMiserable_pose_3_event17,Miserable_pose_3,5,2.0,3.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.994140625,True,ok,STIM_Miserable_pose_3,17,18,5.011,4.994140625,4.997,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimPinecone_1_event20,Pinecone_1,6,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.998046875,True,ok,STIM_Pinecone_1,20,21,4.992,4.998046875,5.0,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimGarbage_dump_6_event23,Garbage_dump_6,7,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.01171875,True,ok,STIM_Garbage_dump_6,23,24,5.019,5.01171875,5.014,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimDepressed_pose_4_event26,Depressed_pose_4,8,4.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.00390625,True,ok,STIM_Depressed_pose_4,26,27,5.005,5.00390625,5.005,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimAngry_face_1_event29,Angry_face_1,9,4.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.0,True,ok,STIM_Angry_face_1,29,30,4.992,5.0,5.001,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimDog_26_event32,Dog_26,10,1.0,4.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.00390625,True,ok,STIM_Dog_26,32,33,5.0,5.00390625,5.005,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim8370_event35,8370,11,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.998046875,True,ok,STIM_8370,35,36,4.993,4.998046875,5.0,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimDog_6_event38,Dog_6,12,8.0,4.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.005859375,True,ok,STIM_Dog_6,38,39,5.015,5.005859375,5.008,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim9220_event41,9220,13,4.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.009765625,True,ok,STIM_9220,41,42,5.043,5.009765625,5.011,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimLake_12_event44,Lake_12,14,6.0,1.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.0,True,ok,STIM_Lake_12,44,45,4.996,5.0,5.002,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim2314_event47,2314,15,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.986328125,True,ok,STIM_2314,47,48,5.012,4.986328125,4.988,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim1750_event50,1750,16,6.0,1.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_1750,50,51,5.003,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim8492_event53,8492,17,6.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.041015625,True,ok,STIM_8492,53,54,5.001,5.041015625,5.043,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim1441_event56,1441,18,6.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.005859375,True,ok,STIM_1441,56,57,4.992,5.005859375,5.007,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimFlowers_6_event59,Flowers_6,19,6.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.017578125,True,ok,STIM_Flowers_6,59,60,5.008,5.017578125,5.019,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimYarn_1_event62,Yarn_1,20,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.99609375,True,ok,STIM_Yarn_1,62,63,4.999,4.99609375,4.999,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim9331_event65,9331,21,4.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.013671875,True,ok,STIM_9331,65,66,5.002,5.013671875,5.015,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimBeach_1_event68,Beach_1,22,6.0,1.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.0078125,True,ok,STIM_Beach_1,68,69,4.997,5.0078125,5.01,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim2491_event71,2491,23,3.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.994140625,True,ok,STIM_2491,71,72,5.016,4.994140625,4.996,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim9360_event74,9360,24,5.0,2.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_9360,74,75,4.991,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimLake_3_event77,Lake_3,25,5.0,2.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.009765625,True,ok,STIM_Lake_3,77,78,5.001,5.009765625,5.012,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim3170_event80,3170,26,2.0,4.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.994140625,True,ok,STIM_3170,80,81,5.005,4.994140625,4.997,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim8080_event83,8080,27,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.994140625,True,ok,STIM_8080,83,84,4.997,4.994140625,4.996,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stimSnow_1_event86,Snow_1,28,6.0,3.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.98828125,True,ok,STIM_Snow_1,86,87,5.014,4.98828125,4.991,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim4220_event89,4220,29,6.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.0,True,ok,STIM_4220,89,90,5.007,5.0,5.001,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim5760_event92,5760,30,6.0,3.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.0,True,ok,STIM_5760,92,93,4.988,5.0,5.001,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim3063_event95,3063,31,2.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,5.001953125,True,ok,STIM_3063,95,96,4.992,5.001953125,5.003,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,13,session_1,idare_s13_stim3080_event98,3080,32,1.0,5.0,0,0,0,,0,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_13.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,512.0,2000.0,4.990234375,True,ok,STIM_3080,98,99,4.996,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimDummy_1_event5,Dummy_1,1,1.0,7.0,0,0,0,1,1,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_Dummy_1,5,6,4.997,4.98828125,4.99,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim3053_event8,3053,2,1.0,5.0,0,0,0,,0,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.990234375,True,ok,STIM_3053,8,9,4.998,4.990234375,4.993,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimTumor_1_event11,Tumor_1,3,3.0,4.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.9921875,True,ok,STIM_Tumor_1,11,12,5.0,4.9921875,4.995,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimDog_18_event14,Dog_18,4,6.0,1.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_Dog_18,14,15,4.99,4.98828125,4.991,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimMiserable_pose_3_event17,Miserable_pose_3,5,1.0,5.0,0,0,0,,0,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.99609375,True,ok,STIM_Miserable_pose_3,17,18,4.997,4.99609375,4.998,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimPinecone_1_event20,Pinecone_1,6,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.99609375,True,ok,STIM_Pinecone_1,20,21,4.998,4.99609375,4.998,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimGarbage_dump_6_event23,Garbage_dump_6,7,4.0,2.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_Garbage_dump_6,23,24,4.99,4.98828125,4.991,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimDepressed_pose_4_event26,Depressed_pose_4,8,5.0,2.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.994140625,True,ok,STIM_Depressed_pose_4,26,27,5.005,4.994140625,4.997,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimAngry_face_1_event29,Angry_face_1,9,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.99609375,True,ok,STIM_Angry_face_1,29,30,4.995,4.99609375,4.998,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimDog_26_event32,Dog_26,10,1.0,5.0,0,0,0,,0,1,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.990234375,True,ok,STIM_Dog_26,32,33,4.994,4.990234375,4.992,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim8370_event35,8370,11,7.0,4.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.9921875,True,ok,STIM_8370,35,36,4.991,4.9921875,4.995,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimDog_6_event38,Dog_6,12,7.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_Dog_6,38,39,4.991,4.98828125,4.99,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim9220_event41,9220,13,2.0,3.0,0,0,0,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_9220,41,42,4.999,4.98828125,4.991,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimLake_12_event44,Lake_12,14,6.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.9921875,True,ok,STIM_Lake_12,44,45,5.002,4.9921875,4.994,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim2314_event47,2314,15,7.0,3.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.982421875,True,ok,STIM_2314,47,48,5.005,4.982421875,4.985,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim1750_event50,1750,16,7.0,3.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.994140625,True,ok,STIM_1750,50,51,4.998,4.994140625,4.997,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim8492_event53,8492,17,6.0,3.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.9921875,True,ok,STIM_8492,53,54,4.985,4.9921875,4.994,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim1441_event56,1441,18,7.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.98828125,True,ok,STIM_1441,56,57,4.999,4.98828125,4.99,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimFlowers_6_event59,Flowers_6,19,7.0,1.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.998046875,True,ok,STIM_Flowers_6,59,60,4.991,4.998046875,5.0,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimYarn_1_event62,Yarn_1,20,5.0,1.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.994140625,True,ok,STIM_Yarn_1,62,63,4.997,4.994140625,4.997,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stim9331_event65,9331,21,5.0,2.0,,0,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.99609375,True,ok,STIM_9331,65,66,4.992,4.99609375,4.999,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
I-DARE,14,session_1,idare_s14_stimBeach_1_event68,Beach_1,22,8.0,2.0,1,1,1,0,0,0,True,True,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EEG/sbj_P_14.mat,/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,512.0,2000.0,4.982421875,True,ok,STIM_Beach_1,68,69,4.999,4.982421875,4.985,True,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/.cache/idare_trial_index.csv
