dataset,subject_id,subject_number,session_id,trial_id,stimulus_id,stimulus_id_numeric,presentation_order,trial_index_0based_in_dat,trial_index_1based_in_dat,valence_score,arousal_score,dominance_score,liking_score,valence_discard_midpoint,valence_midpoint_as_low,valence_midpoint_as_high,arousal_discard_midpoint,arousal_midpoint_as_low,arousal_midpoint_as_high,eeg_available,emg_available,eeg_channel_count,emg_channel_count,sample_count,chronology_verified,stimulus_identity_verified,mapping_verified,verified_order_hypothesis,physical_trial_unit,dat_path,dat_sha256,mapping_path,mapping_sha256
DEAP,s07,7,s07_session1,DEAP_s07_exp19,exp19,19,21,18,19,6.99,6.04,6.03,7.0,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp07,exp07,7,22,6,7,7.08,7.06,7.06,7.03,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp20,exp20,20,23,19,20,8.06,6.06,2.05,7.14,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp10,exp10,10,24,9,10,7.09,7.04,8.06,7.09,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp31,exp31,31,25,30,31,6.96,7.03,5.03,7.05,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp21,exp21,21,26,20,21,3.12,5.99,6.06,6.94,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp40,exp40,40,27,39,40,7.01,7.03,6.03,7.05,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp01,exp01,1,28,0,1,8.1,4.01,1.92,7.06,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp23,exp23,23,29,22,23,3.01,3.04,5.03,6.96,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp35,exp35,35,30,34,35,5.01,8.05,8.09,6.92,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp32,exp32,32,31,31,32,4.96,7.09,8.05,7.99,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp13,exp13,13,32,12,13,8.0,2.96,1.94,7.1,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp14,exp14,14,33,13,14,7.09,5.03,4.97,7.12,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp05,exp05,5,34,4,5,7.05,6.99,6.04,8.05,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp11,exp11,11,35,10,11,7.03,7.09,2.97,8.06,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp24,exp24,24,36,23,24,1.97,7.03,1.0,7.1,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp12,exp12,12,37,11,12,6.99,4.05,5.0,7.1,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp36,exp36,36,38,35,36,8.1,9.0,7.0,7.01,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp28,exp28,28,39,27,28,2.05,2.0,3.01,6.95,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s07,7,s07_session1,DEAP_s07_exp16,exp16,16,40,15,16,3.03,5.04,3.95,7.05,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s07.dat,ba3c05afe0fc065b3adbe7bb29cecf4da797008f27d9a208a350ef8f1979b063,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp22,exp22,22,1,21,22,4.23,5.79,1.19,7.79,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp34,exp34,34,2,33,34,5.05,6.83,5.92,6.69,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp09,exp09,9,3,8,9,8.78,7.24,6.35,8.22,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp32,exp32,32,4,31,32,6.33,8.23,8.23,8.83,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp30,exp30,30,5,29,30,1.4,3.13,1.21,7.95,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp11,exp11,11,6,10,11,8.41,5.0,5.12,7.54,1.0,1,1,,0,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp07,exp07,7,7,6,7,5.04,5.04,5.04,4.95,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp23,exp23,23,8,22,23,3.59,3.68,3.44,6.6,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp04,exp04,4,9,3,4,6.82,8.23,5.0,8.12,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp08,exp08,8,10,7,8,8.82,6.4,6.31,8.53,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp20,exp20,20,11,19,20,6.74,4.21,6.44,7.08,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp16,exp16,16,12,15,16,4.21,5.06,5.0,6.24,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp17,exp17,17,13,16,17,6.67,4.77,5.04,6.6,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp13,exp13,13,14,12,13,7.9,5.09,3.9,8.1,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp28,exp28,28,15,27,28,5.04,4.96,5.04,8.68,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp24,exp24,24,16,23,24,4.15,4.56,3.35,7.86,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp40,exp40,40,17,39,40,3.13,5.03,4.95,3.81,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp35,exp35,35,18,34,35,3.62,6.67,6.74,5.9,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp31,exp31,31,19,30,31,1.45,6.6,1.45,3.27,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp29,exp29,29,20,28,29,2.78,2.99,3.62,7.15,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp38,exp38,38,21,37,38,4.72,4.69,5.65,5.65,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp01,exp01,1,22,0,1,7.6,6.78,7.86,7.47,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp21,exp21,21,23,20,21,4.68,6.41,6.27,7.33,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp33,exp33,33,24,32,33,4.44,6.44,5.94,5.51,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp15,exp15,15,25,14,15,8.33,5.04,5.17,7.31,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s08,8,s08_session1,DEAP_s08_exp18,exp18,18,26,17,18,7.21,4.03,5.44,6.64,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s08.dat,5373ba2b80e2093eb93f4923e351cff275c4ec77ade60e503b0c62593c4dd8d4,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
