scheme,trial_index,seed,min_test_class_support,min_train_class_support,min_test_retained,max_midpoint_removed_fraction,single_class_test_cells,single_class_train_cells,min_held_subjects,max_held_subjects,min_held_stimuli,max_held_stimuli,strong_capacity_pass,minimal_capacity_pass
idare_4x4,344,261057,11,304,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,345,261058,22,342,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,346,261059,7,293,89,0.3046875,0,0,15,16,8,8,False,True
idare_4x4,347,261060,21,335,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,348,261061,28,328,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,349,261062,27,357,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,350,261063,20,307,93,0.225,0,0,15,16,8,8,True,True
idare_4x4,351,261064,27,332,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,352,261065,20,284,95,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,353,261066,30,345,88,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,354,261067,20,337,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,355,261068,16,335,86,0.296875,0,0,15,16,8,8,True,True
idare_4x4,356,261069,29,357,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,357,261070,29,344,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,358,261071,21,334,79,0.3828125,0,0,15,16,8,8,True,True
idare_4x4,359,261072,5,267,87,0.3203125,0,0,15,16,8,8,False,True
idare_4x4,360,261073,22,332,89,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,361,261074,13,299,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,362,261075,29,325,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,363,261076,25,322,81,0.3671875,0,0,15,16,8,8,True,True
idare_4x4,364,261077,24,347,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,365,261078,14,324,97,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,366,261079,28,335,86,0.328125,0,0,15,16,8,8,True,True
idare_4x4,367,261080,22,351,85,0.296875,0,0,15,16,8,8,True,True
idare_4x4,368,261081,6,289,95,0.2578125,0,0,15,16,8,8,False,True
idare_4x4,369,261082,23,343,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,370,261083,20,309,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,371,261084,22,347,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,372,261085,16,320,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,373,261086,5,328,93,0.2578125,0,0,15,16,8,8,False,True
idare_4x4,374,261087,36,374,97,0.234375,0,0,15,16,8,8,True,True
idare_4x4,375,261088,29,357,100,0.21875,0,0,15,16,8,8,True,True
idare_4x4,376,261089,23,318,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,377,261090,22,349,88,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,378,261091,21,347,98,0.234375,0,0,15,16,8,8,True,True
idare_4x4,379,261092,9,300,86,0.328125,0,0,15,16,8,8,False,True
idare_4x4,380,261093,24,336,98,0.21875,0,0,15,16,8,8,True,True
idare_4x4,381,261094,29,350,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,382,261095,24,313,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,383,261096,15,329,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,384,261097,28,365,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,385,261098,17,344,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,386,261099,23,335,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,387,261100,31,358,81,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,388,261101,16,314,93,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,389,261102,34,369,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,390,261103,23,335,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,391,261104,26,360,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,392,261105,24,337,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,393,261106,28,362,88,0.296875,0,0,15,16,8,8,True,True
idare_4x4,394,261107,25,295,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,395,261108,21,281,92,0.25,0,0,15,16,8,8,True,True
idare_4x4,396,261109,27,327,73,0.39166666666666666,0,0,15,16,8,8,True,True
idare_4x4,397,261110,17,311,97,0.234375,0,0,15,16,8,8,True,True
idare_4x4,398,261111,18,339,98,0.234375,0,0,15,16,8,8,True,True
idare_4x4,399,261112,29,337,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,400,261113,27,338,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,401,261114,22,314,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,402,261115,11,311,87,0.296875,0,0,15,16,8,8,True,True
idare_4x4,403,261116,14,273,93,0.265625,0,0,15,16,8,8,True,True
idare_4x4,404,261117,24,341,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,405,261118,23,326,88,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,406,261119,21,343,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,407,261120,19,307,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,408,261121,16,326,86,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,409,261122,25,319,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,410,261123,21,307,90,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,411,261124,26,353,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,412,261125,19,294,94,0.21875,0,0,15,16,8,8,True,True
idare_4x4,413,261126,20,309,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,414,261127,12,277,97,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,415,261128,26,318,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,416,261129,17,332,95,0.234375,0,0,15,16,8,8,True,True
idare_4x4,417,261130,28,362,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,418,261131,23,335,84,0.34375,0,0,15,16,8,8,True,True
idare_4x4,419,261132,24,356,86,0.328125,0,0,15,16,8,8,True,True
idare_4x4,420,261133,23,336,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,421,261134,21,331,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,422,261135,27,323,86,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,423,261136,26,331,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,424,261137,16,318,89,0.28125,0,0,15,16,8,8,True,True
idare_4x4,425,261138,22,314,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,426,261139,26,344,99,0.2109375,0,0,15,16,8,8,True,True
idare_4x4,427,261140,22,285,81,0.3671875,0,0,15,16,8,8,True,True
idare_4x4,428,261141,24,326,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,429,261142,16,324,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,430,261143,24,331,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,431,261144,29,329,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,432,261145,16,334,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,433,261146,8,318,91,0.24166666666666667,0,0,15,16,8,8,False,True
idare_4x4,434,261147,9,312,86,0.2833333333333333,0,0,15,16,8,8,False,True
idare_4x4,435,261148,31,352,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,436,261149,15,314,78,0.35,0,0,15,16,8,8,True,True
idare_4x4,437,261150,27,368,71,0.4083333333333333,0,0,15,16,8,8,True,True
idare_4x4,438,261151,28,349,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,439,261152,23,355,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,440,261153,28,340,92,0.25,0,0,15,16,8,8,True,True
idare_4x4,441,261154,20,346,98,0.234375,0,0,15,16,8,8,True,True
idare_4x4,442,261155,9,312,92,0.265625,0,0,15,16,8,8,False,True
idare_4x4,443,261156,0,302,89,0.25833333333333336,2,0,15,16,8,8,False,False
idare_4x4,444,261157,33,343,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,445,261158,23,333,93,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,446,261159,16,331,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,447,261160,10,319,93,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,448,261161,23,348,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,449,261162,31,354,89,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,450,261163,21,336,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,451,261164,27,342,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,452,261165,25,353,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,453,261166,21,347,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,454,261167,25,319,95,0.234375,0,0,15,16,8,8,True,True
idare_4x4,455,261168,27,316,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,456,261169,13,322,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,457,261170,29,354,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,458,261171,18,293,99,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,459,261172,18,334,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,460,261173,21,318,84,0.34375,0,0,15,16,8,8,True,True
idare_4x4,461,261174,19,318,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,462,261175,31,355,77,0.35833333333333334,0,0,15,16,8,8,True,True
idare_4x4,463,261176,14,288,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,464,261177,20,314,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,465,261178,20,297,80,0.375,0,0,15,16,8,8,True,True
idare_4x4,466,261179,13,339,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,467,261180,17,333,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,468,261181,12,279,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,469,261182,19,299,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,470,261183,26,331,97,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,471,261184,29,345,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,472,261185,29,323,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,473,261186,20,337,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,474,261187,24,350,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,475,261188,17,304,86,0.328125,0,0,15,16,8,8,True,True
idare_4x4,476,261189,10,340,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,477,261190,13,271,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,478,261191,14,288,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,479,261192,7,294,91,0.28125,0,0,15,16,8,8,False,True
idare_4x4,480,261193,12,333,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,481,261194,16,298,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,482,261195,19,351,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,483,261196,25,339,95,0.25,0,0,15,16,8,8,True,True
idare_4x4,484,261197,22,318,97,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,485,261198,26,341,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,486,261199,30,365,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,487,261200,21,336,75,0.375,0,0,15,16,8,8,True,True
idare_4x4,488,261201,31,357,97,0.21875,0,0,15,16,8,8,True,True
idare_4x4,489,261202,12,303,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,490,261203,28,311,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,491,261204,29,340,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,492,261205,16,337,86,0.3125,0,0,15,16,8,8,True,True
idare_4x4,493,261206,15,330,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,494,261207,28,341,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,495,261208,26,346,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,496,261209,21,331,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,497,261210,22,331,87,0.28125,0,0,15,16,8,8,True,True
idare_4x4,498,261211,23,329,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,499,261212,25,353,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,500,261213,28,360,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,501,261214,20,325,95,0.21875,0,0,15,16,8,8,True,True
idare_4x4,502,261215,18,331,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,503,261216,9,336,92,0.28125,0,0,15,16,8,8,False,True
idare_4x4,504,261217,19,339,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,505,261218,29,326,92,0.25,0,0,15,16,8,8,True,True
idare_4x4,506,261219,25,347,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,507,261220,10,287,84,0.34375,0,0,15,16,8,8,True,True
idare_4x4,508,261221,27,339,94,0.25,0,0,15,16,8,8,True,True
idare_4x4,509,261222,31,343,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,510,261223,15,324,92,0.25,0,0,15,16,8,8,True,True
idare_4x4,511,261224,19,328,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,512,261225,15,336,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,513,261226,25,329,75,0.375,0,0,15,16,8,8,True,True
idare_4x4,514,261227,24,322,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,515,261228,25,341,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,516,261229,12,317,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,517,261230,18,329,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,518,261231,11,332,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,519,261232,30,351,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,520,261233,21,324,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,521,261234,24,347,93,0.225,0,0,15,16,8,8,True,True
idare_4x4,522,261235,9,305,90,0.25,0,0,15,16,8,8,False,True
idare_4x4,523,261236,21,340,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,524,261237,23,342,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,525,261238,22,336,93,0.265625,0,0,15,16,8,8,True,True
idare_4x4,526,261239,18,332,77,0.3984375,0,0,15,16,8,8,True,True
idare_4x4,527,261240,23,325,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,528,261241,15,308,93,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,529,261242,12,327,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,530,261243,28,323,80,0.375,0,0,15,16,8,8,True,True
idare_4x4,531,261244,25,331,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,532,261245,16,350,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,533,261246,10,335,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,534,261247,31,343,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,535,261248,25,314,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,536,261249,17,294,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,537,261250,33,344,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,538,261251,13,327,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,539,261252,5,270,95,0.2578125,0,0,15,16,8,8,False,True
idare_4x4,540,261253,25,338,95,0.234375,0,0,15,16,8,8,True,True
idare_4x4,541,261254,25,346,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,542,261255,25,340,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,543,261256,20,338,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,544,261257,13,233,82,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,545,261258,25,330,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,546,261259,25,337,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,547,261260,22,345,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,548,261261,14,301,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,549,261262,26,349,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,550,261263,4,348,90,0.28125,0,0,15,16,8,8,False,False
idare_4x4,551,261264,23,352,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,552,261265,32,340,84,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,553,261266,26,352,93,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,554,261267,28,346,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,555,261268,19,345,96,0.234375,0,0,15,16,8,8,True,True
idare_4x4,556,261269,21,287,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,557,261270,23,324,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,558,261271,20,300,90,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,559,261272,27,339,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,560,261273,27,331,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,561,261274,14,296,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,562,261275,31,327,95,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,563,261276,20,333,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,564,261277,25,350,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,565,261278,14,308,89,0.28125,0,0,15,16,8,8,True,True
idare_4x4,566,261279,22,355,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,567,261280,11,304,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,568,261281,17,321,91,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,569,261282,23,285,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,570,261283,23,348,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,571,261284,19,307,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,572,261285,20,314,87,0.3125,0,0,15,16,8,8,True,True
idare_4x4,573,261286,29,340,91,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,574,261287,22,324,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,575,261288,26,330,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,576,261289,17,306,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,577,261290,19,320,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,578,261291,19,297,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,579,261292,19,326,97,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,580,261293,24,301,78,0.359375,0,0,15,16,8,8,True,True
idare_4x4,581,261294,23,281,88,0.296875,0,0,15,16,8,8,True,True
idare_4x4,582,261295,20,318,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,583,261296,34,363,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,584,261297,6,300,98,0.2265625,0,0,15,16,8,8,False,True
idare_4x4,585,261298,19,297,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,586,261299,27,322,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,587,261300,18,334,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,588,261301,19,337,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,589,261302,21,309,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,590,261303,23,338,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,591,261304,22,346,84,0.34375,0,0,15,16,8,8,True,True
idare_4x4,592,261305,13,334,90,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,593,261306,21,323,96,0.234375,0,0,15,16,8,8,True,True
idare_4x4,594,261307,28,357,95,0.25,0,0,15,16,8,8,True,True
idare_4x4,595,261308,25,346,90,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,596,261309,22,321,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,597,261310,18,334,94,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,598,261311,23,323,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,599,261312,20,350,89,0.28125,0,0,15,16,8,8,True,True
idare_4x4,600,261313,20,296,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,601,261314,22,333,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,602,261315,16,335,85,0.3125,0,0,15,16,8,8,True,True
idare_4x4,603,261316,23,339,96,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,604,261317,24,351,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,605,261318,14,306,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,606,261319,29,348,86,0.296875,0,0,15,16,8,8,True,True
idare_4x4,607,261320,11,332,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,608,261321,24,328,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,609,261322,19,305,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,610,261323,17,315,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,611,261324,17,331,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,612,261325,23,348,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,613,261326,26,348,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,614,261327,8,304,83,0.30833333333333335,0,0,15,16,8,8,False,True
idare_4x4,615,261328,21,280,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,616,261329,17,309,89,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,617,261330,22,341,94,0.234375,0,0,15,16,8,8,True,True
idare_4x4,618,261331,29,327,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,619,261332,26,345,80,0.3333333333333333,0,0,15,16,8,8,True,True
idare_4x4,620,261333,13,304,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,621,261334,23,323,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,622,261335,22,342,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,623,261336,18,342,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,624,261337,30,364,96,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,625,261338,18,325,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,626,261339,23,347,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,627,261340,11,298,96,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,628,261341,23,344,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,629,261342,18,304,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,630,261343,23,317,84,0.3125,0,0,15,16,8,8,True,True
idare_4x4,631,261344,26,313,77,0.35833333333333334,0,0,15,16,8,8,True,True
idare_4x4,632,261345,24,337,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,633,261346,13,302,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,634,261347,25,329,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,635,261348,2,313,90,0.25,0,0,15,16,8,8,False,False
idare_4x4,636,261349,21,331,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,637,261350,23,316,93,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,638,261351,24,329,98,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,639,261352,29,315,92,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,640,261353,15,303,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,641,261354,25,341,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,642,261355,26,347,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,643,261356,30,354,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,644,261357,22,334,89,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,645,261358,24,348,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,646,261359,20,313,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,647,261360,29,330,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,648,261361,6,321,87,0.3203125,0,0,15,16,8,8,False,True
idare_4x4,649,261362,26,297,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,650,261363,22,327,87,0.3125,0,0,15,16,8,8,True,True
idare_4x4,651,261364,17,309,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,652,261365,13,303,89,0.28125,0,0,15,16,8,8,True,True
idare_4x4,653,261366,24,324,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,654,261367,10,310,90,0.28125,0,0,15,16,8,8,True,True
idare_4x4,655,261368,28,330,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,656,261369,15,304,91,0.28125,0,0,15,16,8,8,True,True
idare_4x4,657,261370,25,332,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,658,261371,15,369,79,0.34375,0,0,15,16,8,8,True,True
idare_4x4,659,261372,22,309,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,660,261373,9,277,88,0.296875,0,0,15,16,8,8,False,True
idare_4x4,661,261374,20,308,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,662,261375,21,341,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,663,261376,24,330,80,0.375,0,0,15,16,8,8,True,True
idare_4x4,664,261377,19,287,76,0.40625,0,0,15,16,8,8,True,True
idare_4x4,665,261378,26,307,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,666,261379,11,294,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,667,261380,23,340,86,0.3125,0,0,15,16,8,8,True,True
idare_4x4,668,261381,17,332,97,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,669,261382,16,326,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,670,261383,13,302,89,0.296875,0,0,15,16,8,8,True,True
idare_4x4,671,261384,16,293,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,672,261385,22,356,91,0.28125,0,0,15,16,8,8,True,True
idare_4x4,673,261386,17,312,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,674,261387,27,356,81,0.3671875,0,0,15,16,8,8,True,True
idare_4x4,675,261388,22,342,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,676,261389,22,361,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,677,261390,16,304,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,678,261391,32,332,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,679,261392,23,313,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,680,261393,24,307,81,0.328125,0,0,15,16,8,8,True,True
idare_4x4,681,261394,22,351,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,682,261395,20,341,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,683,261396,16,349,94,0.21666666666666667,0,0,15,16,8,8,True,True
idare_4x4,684,261397,27,340,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,685,261398,11,340,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,686,261399,16,316,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,687,261400,27,332,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,688,261401,24,345,90,0.28125,0,0,15,16,8,8,True,True
idare_4x4,689,261402,23,315,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,690,261403,23,313,95,0.2109375,0,0,15,16,8,8,True,True
