repetition,role,subject_fold,stimulus_fold,task,label_policy,held_subjects,held_stimuli,train_rows_total,train_rows_retained,train_low,train_high,train_min_class,train_single_class,test_rows_total,test_rows_retained,test_low,test_high,test_min_class,test_single_class,midpoint_removed_fraction,subject_leakage,stimulus_leakage,partition_uses_labels
2,sensitivity,1,1,valence,midpoint_as_high,8,10,720,720,345,375,345,False,80,80,19,61,19,False,0.0,False,False,False
2,sensitivity,1,1,arousal,discard_midpoint,8,10,720,707,313,394,313,False,80,79,34,45,34,False,0.0125,False,False,False
2,sensitivity,1,1,arousal,midpoint_as_low,8,10,720,720,326,394,326,False,80,80,35,45,35,False,0.0,False,False,False
2,sensitivity,1,1,arousal,midpoint_as_high,8,10,720,720,313,407,313,False,80,80,34,46,34,False,0.0,False,False,False
2,sensitivity,1,2,valence,discard_midpoint,8,10,720,712,317,395,317,False,80,80,35,45,35,False,0.0,False,False,False
2,sensitivity,1,2,valence,midpoint_as_low,8,10,720,720,325,395,325,False,80,80,35,45,35,False,0.0,False,False,False
2,sensitivity,1,2,valence,midpoint_as_high,8,10,720,720,317,403,317,False,80,80,35,45,35,False,0.0,False,False,False
2,sensitivity,1,2,arousal,discard_midpoint,8,10,720,710,327,383,327,False,80,80,20,60,20,False,0.0,False,False,False
2,sensitivity,1,2,arousal,midpoint_as_low,8,10,720,720,337,383,337,False,80,80,20,60,20,False,0.0,False,False,False
2,sensitivity,1,2,arousal,midpoint_as_high,8,10,720,720,327,393,327,False,80,80,20,60,20,False,0.0,False,False,False
2,sensitivity,1,3,valence,discard_midpoint,8,10,720,712,266,446,266,False,80,78,48,30,30,False,0.025,False,False,False
2,sensitivity,1,3,valence,midpoint_as_low,8,10,720,720,274,446,274,False,80,80,50,30,30,False,0.0,False,False,False
2,sensitivity,1,3,valence,midpoint_as_high,8,10,720,720,266,454,266,False,80,80,48,32,32,False,0.0,False,False,False
2,sensitivity,1,3,arousal,discard_midpoint,8,10,720,707,282,425,282,False,80,79,32,47,32,False,0.0125,False,False,False
2,sensitivity,1,3,arousal,midpoint_as_low,8,10,720,720,295,425,295,False,80,80,33,47,33,False,0.0,False,False,False
2,sensitivity,1,3,arousal,midpoint_as_high,8,10,720,720,282,438,282,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,2,0,valence,discard_midpoint,8,10,720,709,347,362,347,False,80,79,21,58,21,False,0.0125,False,False,False
2,sensitivity,2,0,valence,midpoint_as_low,8,10,720,720,358,362,358,False,80,80,22,58,22,False,0.0,False,False,False
2,sensitivity,2,0,valence,midpoint_as_high,8,10,720,720,347,373,347,False,80,80,21,59,21,False,0.0,False,False,False
2,sensitivity,2,0,arousal,discard_midpoint,8,10,720,711,301,410,301,False,80,78,28,50,28,False,0.025,False,False,False
2,sensitivity,2,0,arousal,midpoint_as_low,8,10,720,720,310,410,310,False,80,80,30,50,30,False,0.0,False,False,False
2,sensitivity,2,0,arousal,midpoint_as_high,8,10,720,720,301,419,301,False,80,80,28,52,28,False,0.0,False,False,False
2,sensitivity,2,1,valence,discard_midpoint,8,10,720,708,345,363,345,False,80,80,27,53,27,False,0.0,False,False,False
2,sensitivity,2,1,valence,midpoint_as_low,8,10,720,720,357,363,357,False,80,80,27,53,27,False,0.0,False,False,False
2,sensitivity,2,1,valence,midpoint_as_high,8,10,720,720,345,375,345,False,80,80,27,53,27,False,0.0,False,False,False
2,sensitivity,2,1,arousal,discard_midpoint,8,10,720,710,284,426,284,False,80,80,38,42,38,False,0.0,False,False,False
2,sensitivity,2,1,arousal,midpoint_as_low,8,10,720,720,294,426,294,False,80,80,38,42,38,False,0.0,False,False,False
2,sensitivity,2,1,arousal,midpoint_as_high,8,10,720,720,284,436,284,False,80,80,38,42,38,False,0.0,False,False,False
2,sensitivity,2,2,valence,discard_midpoint,8,10,720,709,308,401,308,False,80,79,34,45,34,False,0.0125,False,False,False
2,sensitivity,2,2,valence,midpoint_as_low,8,10,720,720,319,401,319,False,80,80,35,45,35,False,0.0,False,False,False
2,sensitivity,2,2,valence,midpoint_as_high,8,10,720,720,308,412,308,False,80,80,34,46,34,False,0.0,False,False,False
2,sensitivity,2,2,arousal,discard_midpoint,8,10,720,711,302,409,302,False,80,79,28,51,28,False,0.0125,False,False,False
2,sensitivity,2,2,arousal,midpoint_as_low,8,10,720,720,311,409,311,False,80,80,29,51,29,False,0.0,False,False,False
2,sensitivity,2,2,arousal,midpoint_as_high,8,10,720,720,302,418,302,False,80,80,28,52,28,False,0.0,False,False,False
2,sensitivity,2,3,valence,discard_midpoint,8,10,720,712,263,449,263,False,80,80,53,27,27,False,0.0,False,False,False
2,sensitivity,2,3,valence,midpoint_as_low,8,10,720,720,271,449,271,False,80,80,53,27,27,False,0.0,False,False,False
2,sensitivity,2,3,valence,midpoint_as_high,8,10,720,720,263,457,263,False,80,80,53,27,27,False,0.0,False,False,False
2,sensitivity,2,3,arousal,discard_midpoint,8,10,720,709,265,444,265,False,80,79,48,31,31,False,0.0125,False,False,False
2,sensitivity,2,3,arousal,midpoint_as_low,8,10,720,720,276,444,276,False,80,80,49,31,31,False,0.0,False,False,False
2,sensitivity,2,3,arousal,midpoint_as_high,8,10,720,720,265,455,265,False,80,80,48,32,32,False,0.0,False,False,False
2,sensitivity,3,0,valence,discard_midpoint,8,10,720,709,343,366,343,False,80,79,22,57,22,False,0.0125,False,False,False
2,sensitivity,3,0,valence,midpoint_as_low,8,10,720,720,354,366,354,False,80,80,23,57,23,False,0.0,False,False,False
2,sensitivity,3,0,valence,midpoint_as_high,8,10,720,720,343,377,343,False,80,80,22,58,22,False,0.0,False,False,False
2,sensitivity,3,0,arousal,discard_midpoint,8,10,720,713,305,408,305,False,80,78,32,46,32,False,0.025,False,False,False
2,sensitivity,3,0,arousal,midpoint_as_low,8,10,720,720,312,408,312,False,80,80,34,46,34,False,0.0,False,False,False
2,sensitivity,3,0,arousal,midpoint_as_high,8,10,720,720,305,415,305,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,3,1,valence,discard_midpoint,8,10,720,708,338,370,338,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,3,1,valence,midpoint_as_low,8,10,720,720,350,370,350,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,3,1,valence,midpoint_as_high,8,10,720,720,338,382,338,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,3,1,arousal,discard_midpoint,8,10,720,711,283,428,283,False,80,79,37,42,37,False,0.0125,False,False,False
2,sensitivity,3,1,arousal,midpoint_as_low,8,10,720,720,292,428,292,False,80,80,38,42,38,False,0.0,False,False,False
2,sensitivity,3,1,arousal,midpoint_as_high,8,10,720,720,283,437,283,False,80,80,37,43,37,False,0.0,False,False,False
2,sensitivity,3,2,valence,discard_midpoint,8,10,720,710,308,402,308,False,80,80,39,41,39,False,0.0,False,False,False
2,sensitivity,3,2,valence,midpoint_as_low,8,10,720,720,318,402,318,False,80,80,39,41,39,False,0.0,False,False,False
2,sensitivity,3,2,valence,midpoint_as_high,8,10,720,720,308,412,308,False,80,80,39,41,39,False,0.0,False,False,False
2,sensitivity,3,2,arousal,discard_midpoint,8,10,720,711,304,407,304,False,80,77,30,47,30,False,0.0375,False,False,False
2,sensitivity,3,2,arousal,midpoint_as_low,8,10,720,720,313,407,313,False,80,80,33,47,33,False,0.0,False,False,False
2,sensitivity,3,2,arousal,midpoint_as_high,8,10,720,720,304,416,304,False,80,80,30,50,30,False,0.0,False,False,False
2,sensitivity,3,3,valence,discard_midpoint,8,10,720,711,259,452,259,False,80,79,54,25,25,False,0.0125,False,False,False
2,sensitivity,3,3,valence,midpoint_as_low,8,10,720,720,268,452,268,False,80,80,55,25,25,False,0.0,False,False,False
2,sensitivity,3,3,valence,midpoint_as_high,8,10,720,720,259,461,259,False,80,80,54,26,26,False,0.0,False,False,False
2,sensitivity,3,3,arousal,discard_midpoint,8,10,720,712,260,452,260,False,80,80,43,37,37,False,0.0,False,False,False
2,sensitivity,3,3,arousal,midpoint_as_low,8,10,720,720,268,452,268,False,80,80,43,37,37,False,0.0,False,False,False
2,sensitivity,3,3,arousal,midpoint_as_high,8,10,720,720,260,460,260,False,80,80,43,37,37,False,0.0,False,False,False
3,sensitivity,0,0,valence,discard_midpoint,8,10,720,713,331,382,331,False,80,77,29,48,29,False,0.0375,False,False,False
3,sensitivity,0,0,valence,midpoint_as_low,8,10,720,720,338,382,338,False,80,80,32,48,32,False,0.0,False,False,False
3,sensitivity,0,0,valence,midpoint_as_high,8,10,720,720,331,389,331,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,0,0,arousal,discard_midpoint,8,10,720,708,313,395,313,False,80,79,22,57,22,False,0.0125,False,False,False
3,sensitivity,0,0,arousal,midpoint_as_low,8,10,720,720,325,395,325,False,80,80,23,57,23,False,0.0,False,False,False
3,sensitivity,0,0,arousal,midpoint_as_high,8,10,720,720,313,407,313,False,80,80,22,58,22,False,0.0,False,False,False
3,sensitivity,0,1,valence,discard_midpoint,8,10,720,713,292,421,292,False,80,80,40,40,40,False,0.0,False,False,False
3,sensitivity,0,1,valence,midpoint_as_low,8,10,720,720,299,421,299,False,80,80,40,40,40,False,0.0,False,False,False
3,sensitivity,0,1,valence,midpoint_as_high,8,10,720,720,292,428,292,False,80,80,40,40,40,False,0.0,False,False,False
3,sensitivity,0,1,arousal,discard_midpoint,8,10,720,710,306,404,306,False,80,79,31,48,31,False,0.0125,False,False,False
3,sensitivity,0,1,arousal,midpoint_as_low,8,10,720,720,316,404,316,False,80,80,32,48,32,False,0.0,False,False,False
3,sensitivity,0,1,arousal,midpoint_as_high,8,10,720,720,306,414,306,False,80,80,31,49,31,False,0.0,False,False,False
3,sensitivity,0,2,valence,discard_midpoint,8,10,720,713,340,373,340,False,80,78,22,56,22,False,0.025,False,False,False
3,sensitivity,0,2,valence,midpoint_as_low,8,10,720,720,347,373,347,False,80,80,24,56,24,False,0.0,False,False,False
3,sensitivity,0,2,valence,midpoint_as_high,8,10,720,720,340,380,340,False,80,80,22,58,22,False,0.0,False,False,False
3,sensitivity,0,2,arousal,discard_midpoint,8,10,720,713,286,427,286,False,80,78,41,37,37,False,0.025,False,False,False
3,sensitivity,0,2,arousal,midpoint_as_low,8,10,720,720,293,427,293,False,80,80,43,37,37,False,0.0,False,False,False
3,sensitivity,0,2,arousal,midpoint_as_high,8,10,720,720,286,434,286,False,80,80,41,39,39,False,0.0,False,False,False
3,sensitivity,0,3,valence,discard_midpoint,8,10,720,714,324,390,324,False,80,78,36,42,36,False,0.025,False,False,False
3,sensitivity,0,3,valence,midpoint_as_low,8,10,720,720,330,390,330,False,80,80,38,42,38,False,0.0,False,False,False
3,sensitivity,0,3,valence,midpoint_as_high,8,10,720,720,324,396,324,False,80,80,36,44,36,False,0.0,False,False,False
3,sensitivity,0,3,arousal,discard_midpoint,8,10,720,710,319,391,319,False,80,80,24,56,24,False,0.0,False,False,False
3,sensitivity,0,3,arousal,midpoint_as_low,8,10,720,720,329,391,329,False,80,80,24,56,24,False,0.0,False,False,False
3,sensitivity,0,3,arousal,midpoint_as_high,8,10,720,720,319,401,319,False,80,80,24,56,24,False,0.0,False,False,False
3,sensitivity,1,0,valence,discard_midpoint,8,10,720,714,305,409,305,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,1,0,valence,midpoint_as_low,8,10,720,720,311,409,311,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,1,0,valence,midpoint_as_high,8,10,720,720,305,415,305,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,1,0,arousal,discard_midpoint,8,10,720,706,329,377,329,False,80,80,20,60,20,False,0.0,False,False,False
3,sensitivity,1,0,arousal,midpoint_as_low,8,10,720,720,343,377,343,False,80,80,20,60,20,False,0.0,False,False,False
3,sensitivity,1,0,arousal,midpoint_as_high,8,10,720,720,329,391,329,False,80,80,20,60,20,False,0.0,False,False,False
3,sensitivity,1,1,valence,discard_midpoint,8,10,720,709,269,440,269,False,80,78,48,30,30,False,0.025,False,False,False
3,sensitivity,1,1,valence,midpoint_as_low,8,10,720,720,280,440,280,False,80,80,50,30,30,False,0.0,False,False,False
3,sensitivity,1,1,valence,midpoint_as_high,8,10,720,720,269,451,269,False,80,80,48,32,32,False,0.0,False,False,False
3,sensitivity,1,1,arousal,discard_midpoint,8,10,720,708,324,384,324,False,80,80,31,49,31,False,0.0,False,False,False
3,sensitivity,1,1,arousal,midpoint_as_low,8,10,720,720,336,384,336,False,80,80,31,49,31,False,0.0,False,False,False
3,sensitivity,1,1,arousal,midpoint_as_high,8,10,720,720,324,396,324,False,80,80,31,49,31,False,0.0,False,False,False
3,sensitivity,1,2,valence,discard_midpoint,8,10,720,713,324,389,324,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,1,2,valence,midpoint_as_low,8,10,720,720,331,389,331,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,1,2,valence,midpoint_as_high,8,10,720,720,324,396,324,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,1,2,arousal,discard_midpoint,8,10,720,712,292,420,292,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,1,2,arousal,midpoint_as_low,8,10,720,720,300,420,300,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,1,2,arousal,midpoint_as_high,8,10,720,720,292,428,292,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,1,3,valence,discard_midpoint,8,10,720,711,296,415,296,False,80,77,39,38,38,False,0.0375,False,False,False
3,sensitivity,1,3,valence,midpoint_as_low,8,10,720,720,305,415,305,False,80,80,42,38,38,False,0.0,False,False,False
3,sensitivity,1,3,valence,midpoint_as_high,8,10,720,720,296,424,296,False,80,80,39,41,39,False,0.0,False,False,False
3,sensitivity,1,3,arousal,discard_midpoint,8,10,720,706,333,373,333,False,80,79,20,59,20,False,0.0125,False,False,False
3,sensitivity,1,3,arousal,midpoint_as_low,8,10,720,720,347,373,347,False,80,80,21,59,21,False,0.0,False,False,False
3,sensitivity,1,3,arousal,midpoint_as_high,8,10,720,720,333,387,333,False,80,80,20,60,20,False,0.0,False,False,False
3,sensitivity,2,0,valence,discard_midpoint,8,10,720,709,320,389,320,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,2,0,valence,midpoint_as_low,8,10,720,720,331,389,331,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,2,0,valence,midpoint_as_high,8,10,720,720,320,400,320,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,2,0,arousal,discard_midpoint,8,10,720,710,298,412,298,False,80,79,38,41,38,False,0.0125,False,False,False
3,sensitivity,2,0,arousal,midpoint_as_low,8,10,720,720,308,412,308,False,80,80,39,41,39,False,0.0,False,False,False
3,sensitivity,2,0,arousal,midpoint_as_high,8,10,720,720,298,422,298,False,80,80,38,42,38,False,0.0,False,False,False
3,sensitivity,2,1,valence,discard_midpoint,8,10,720,706,283,423,283,False,80,80,47,33,33,False,0.0,False,False,False
3,sensitivity,2,1,valence,midpoint_as_low,8,10,720,720,297,423,297,False,80,80,47,33,33,False,0.0,False,False,False
3,sensitivity,2,1,valence,midpoint_as_high,8,10,720,720,283,437,283,False,80,80,47,33,33,False,0.0,False,False,False
3,sensitivity,2,1,arousal,discard_midpoint,8,10,720,712,283,429,283,False,80,79,39,40,39,False,0.0125,False,False,False
3,sensitivity,2,1,arousal,midpoint_as_low,8,10,720,720,291,429,291,False,80,80,40,40,40,False,0.0,False,False,False
3,sensitivity,2,1,arousal,midpoint_as_high,8,10,720,720,283,437,283,False,80,80,39,41,39,False,0.0,False,False,False
3,sensitivity,2,2,valence,discard_midpoint,8,10,720,708,327,381,327,False,80,80,25,55,25,False,0.0,False,False,False
3,sensitivity,2,2,valence,midpoint_as_low,8,10,720,720,339,381,339,False,80,80,25,55,25,False,0.0,False,False,False
3,sensitivity,2,2,valence,midpoint_as_high,8,10,720,720,327,393,327,False,80,80,25,55,25,False,0.0,False,False,False
3,sensitivity,2,2,arousal,discard_midpoint,8,10,720,714,252,462,252,False,80,77,38,39,38,False,0.0375,False,False,False
3,sensitivity,2,2,arousal,midpoint_as_low,8,10,720,720,258,462,258,False,80,80,41,39,39,False,0.0,False,False,False
3,sensitivity,2,2,arousal,midpoint_as_high,8,10,720,720,252,468,252,False,80,80,38,42,38,False,0.0,False,False,False
3,sensitivity,2,3,valence,discard_midpoint,8,10,720,709,309,400,309,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,2,3,valence,midpoint_as_low,8,10,720,720,320,400,320,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,2,3,valence,midpoint_as_high,8,10,720,720,309,411,309,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,2,3,arousal,discard_midpoint,8,10,720,711,298,413,298,False,80,79,34,45,34,False,0.0125,False,False,False
3,sensitivity,2,3,arousal,midpoint_as_low,8,10,720,720,307,413,307,False,80,80,35,45,35,False,0.0,False,False,False
3,sensitivity,2,3,arousal,midpoint_as_high,8,10,720,720,298,422,298,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,3,0,valence,discard_midpoint,8,10,720,711,331,380,331,False,80,78,30,48,30,False,0.025,False,False,False
3,sensitivity,3,0,valence,midpoint_as_low,8,10,720,720,340,380,340,False,80,80,32,48,32,False,0.0,False,False,False
3,sensitivity,3,0,valence,midpoint_as_high,8,10,720,720,331,389,331,False,80,80,30,50,30,False,0.0,False,False,False
3,sensitivity,3,0,arousal,discard_midpoint,8,10,720,711,287,424,287,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,3,0,arousal,midpoint_as_low,8,10,720,720,296,424,296,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,3,0,arousal,midpoint_as_high,8,10,720,720,287,433,287,False,80,80,37,43,37,False,0.0,False,False,False
3,sensitivity,3,1,valence,discard_midpoint,8,10,720,710,293,417,293,False,80,80,42,38,38,False,0.0,False,False,False
3,sensitivity,3,1,valence,midpoint_as_low,8,10,720,720,303,417,303,False,80,80,42,38,38,False,0.0,False,False,False
3,sensitivity,3,1,valence,midpoint_as_high,8,10,720,720,293,427,293,False,80,80,42,38,38,False,0.0,False,False,False
3,sensitivity,3,1,arousal,discard_midpoint,8,10,720,711,266,445,266,False,80,78,32,46,32,False,0.025,False,False,False
3,sensitivity,3,1,arousal,midpoint_as_low,8,10,720,720,275,445,275,False,80,80,34,46,34,False,0.0,False,False,False
3,sensitivity,3,1,arousal,midpoint_as_high,8,10,720,720,266,454,266,False,80,80,32,48,32,False,0.0,False,False,False
3,sensitivity,3,2,valence,discard_midpoint,8,10,720,710,344,366,344,False,80,78,27,51,27,False,0.025,False,False,False
3,sensitivity,3,2,valence,midpoint_as_low,8,10,720,720,354,366,354,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,3,2,valence,midpoint_as_high,8,10,720,720,344,376,344,False,80,80,27,53,27,False,0.0,False,False,False
3,sensitivity,3,2,arousal,discard_midpoint,8,10,720,714,259,455,259,False,80,77,55,22,22,False,0.0375,False,False,False
3,sensitivity,3,2,arousal,midpoint_as_low,8,10,720,720,265,455,265,False,80,80,58,22,22,False,0.0,False,False,False
3,sensitivity,3,2,arousal,midpoint_as_high,8,10,720,720,259,461,259,False,80,80,55,25,25,False,0.0,False,False,False
3,sensitivity,3,3,valence,discard_midpoint,8,10,720,713,316,397,316,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,3,3,valence,midpoint_as_low,8,10,720,720,323,397,323,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,3,3,valence,midpoint_as_high,8,10,720,720,316,404,316,False,80,80,29,51,29,False,0.0,False,False,False
3,sensitivity,3,3,arousal,discard_midpoint,8,10,720,711,289,422,289,False,80,79,35,44,35,False,0.0125,False,False,False
3,sensitivity,3,3,arousal,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,36,44,36,False,0.0,False,False,False
3,sensitivity,3,3,arousal,midpoint_as_high,8,10,720,720,289,431,289,False,80,80,35,45,35,False,0.0,False,False,False
4,sensitivity,0,0,valence,discard_midpoint,8,10,720,709,285,424,285,False,80,80,43,37,37,False,0.0,False,False,False
4,sensitivity,0,0,valence,midpoint_as_low,8,10,720,720,296,424,296,False,80,80,43,37,37,False,0.0,False,False,False
4,sensitivity,0,0,valence,midpoint_as_high,8,10,720,720,285,435,285,False,80,80,43,37,37,False,0.0,False,False,False
4,sensitivity,0,0,arousal,discard_midpoint,8,10,720,708,313,395,313,False,80,79,27,52,27,False,0.0125,False,False,False
4,sensitivity,0,0,arousal,midpoint_as_low,8,10,720,720,325,395,325,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,0,0,arousal,midpoint_as_high,8,10,720,720,313,407,313,False,80,80,27,53,27,False,0.0,False,False,False
4,sensitivity,0,1,valence,discard_midpoint,8,10,720,707,279,428,279,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,0,1,valence,midpoint_as_low,8,10,720,720,292,428,292,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,0,1,valence,midpoint_as_high,8,10,720,720,279,441,279,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,0,1,arousal,discard_midpoint,8,10,720,713,310,403,310,False,80,78,28,50,28,False,0.025,False,False,False
4,sensitivity,0,1,arousal,midpoint_as_low,8,10,720,720,317,403,317,False,80,80,30,50,30,False,0.0,False,False,False
4,sensitivity,0,1,arousal,midpoint_as_high,8,10,720,720,310,410,310,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,0,2,valence,discard_midpoint,8,10,720,707,339,368,339,False,80,80,27,53,27,False,0.0,False,False,False
4,sensitivity,0,2,valence,midpoint_as_low,8,10,720,720,352,368,352,False,80,80,27,53,27,False,0.0,False,False,False
4,sensitivity,0,2,valence,midpoint_as_high,8,10,720,720,339,381,339,False,80,80,27,53,27,False,0.0,False,False,False
4,sensitivity,0,2,arousal,discard_midpoint,8,10,720,708,281,427,281,False,80,80,37,43,37,False,0.0,False,False,False
4,sensitivity,0,2,arousal,midpoint_as_low,8,10,720,720,293,427,293,False,80,80,37,43,37,False,0.0,False,False,False
4,sensitivity,0,2,arousal,midpoint_as_high,8,10,720,720,281,439,281,False,80,80,37,43,37,False,0.0,False,False,False
4,sensitivity,0,3,valence,discard_midpoint,8,10,720,712,321,391,321,False,80,79,34,45,34,False,0.0125,False,False,False
4,sensitivity,0,3,valence,midpoint_as_low,8,10,720,720,329,391,329,False,80,80,35,45,35,False,0.0,False,False,False
4,sensitivity,0,3,valence,midpoint_as_high,8,10,720,720,321,399,321,False,80,80,34,46,34,False,0.0,False,False,False
4,sensitivity,0,3,arousal,discard_midpoint,8,10,720,712,308,404,308,False,80,79,30,49,30,False,0.0125,False,False,False
4,sensitivity,0,3,arousal,midpoint_as_low,8,10,720,720,316,404,316,False,80,80,31,49,31,False,0.0,False,False,False
4,sensitivity,0,3,arousal,midpoint_as_high,8,10,720,720,308,412,308,False,80,80,30,50,30,False,0.0,False,False,False
4,sensitivity,1,0,valence,discard_midpoint,8,10,720,713,298,415,298,False,80,78,40,38,38,False,0.025,False,False,False
4,sensitivity,1,0,valence,midpoint_as_low,8,10,720,720,305,415,305,False,80,80,42,38,38,False,0.0,False,False,False
4,sensitivity,1,0,valence,midpoint_as_high,8,10,720,720,298,422,298,False,80,80,40,40,40,False,0.0,False,False,False
4,sensitivity,1,0,arousal,discard_midpoint,8,10,720,711,294,417,294,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,1,0,arousal,midpoint_as_low,8,10,720,720,303,417,303,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,1,0,arousal,midpoint_as_high,8,10,720,720,294,426,294,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,1,1,valence,discard_midpoint,8,10,720,711,291,420,291,False,80,78,40,38,38,False,0.025,False,False,False
4,sensitivity,1,1,valence,midpoint_as_low,8,10,720,720,300,420,300,False,80,80,42,38,38,False,0.0,False,False,False
4,sensitivity,1,1,valence,midpoint_as_high,8,10,720,720,291,429,291,False,80,80,40,40,40,False,0.0,False,False,False
4,sensitivity,1,1,arousal,discard_midpoint,8,10,720,714,294,420,294,False,80,77,32,45,32,False,0.0375,False,False,False
4,sensitivity,1,1,arousal,midpoint_as_low,8,10,720,720,300,420,300,False,80,80,35,45,35,False,0.0,False,False,False
4,sensitivity,1,1,arousal,midpoint_as_high,8,10,720,720,294,426,294,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,1,2,valence,discard_midpoint,8,10,720,712,348,364,348,False,80,79,20,59,20,False,0.0125,False,False,False
4,sensitivity,1,2,valence,midpoint_as_low,8,10,720,720,356,364,356,False,80,80,21,59,21,False,0.0,False,False,False
4,sensitivity,1,2,valence,midpoint_as_high,8,10,720,720,348,372,348,False,80,80,20,60,20,False,0.0,False,False,False
4,sensitivity,1,2,arousal,discard_midpoint,8,10,720,710,274,436,274,False,80,80,50,30,30,False,0.0,False,False,False
4,sensitivity,1,2,arousal,midpoint_as_low,8,10,720,720,284,436,284,False,80,80,50,30,30,False,0.0,False,False,False
4,sensitivity,1,2,arousal,midpoint_as_high,8,10,720,720,274,446,274,False,80,80,50,30,30,False,0.0,False,False,False
4,sensitivity,1,3,valence,discard_midpoint,8,10,720,717,335,382,335,False,80,78,32,46,32,False,0.025,False,False,False
4,sensitivity,1,3,valence,midpoint_as_low,8,10,720,720,338,382,338,False,80,80,34,46,34,False,0.0,False,False,False
4,sensitivity,1,3,valence,midpoint_as_high,8,10,720,720,335,385,335,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,1,3,arousal,discard_midpoint,8,10,720,712,290,422,290,False,80,77,32,45,32,False,0.0375,False,False,False
4,sensitivity,1,3,arousal,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,35,45,35,False,0.0,False,False,False
4,sensitivity,1,3,arousal,midpoint_as_high,8,10,720,720,290,430,290,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,2,0,valence,discard_midpoint,8,10,720,712,303,409,303,False,80,78,39,39,39,False,0.025,False,False,False
4,sensitivity,2,0,valence,midpoint_as_low,8,10,720,720,311,409,311,False,80,80,41,39,39,False,0.0,False,False,False
4,sensitivity,2,0,valence,midpoint_as_high,8,10,720,720,303,417,303,False,80,80,39,41,39,False,0.0,False,False,False
4,sensitivity,2,0,arousal,discard_midpoint,8,10,720,707,316,391,316,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,2,0,arousal,midpoint_as_low,8,10,720,720,329,391,329,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,2,0,arousal,midpoint_as_high,8,10,720,720,316,404,316,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,2,1,valence,discard_midpoint,8,10,720,712,299,413,299,False,80,80,42,38,38,False,0.0,False,False,False
4,sensitivity,2,1,valence,midpoint_as_low,8,10,720,720,307,413,307,False,80,80,42,38,38,False,0.0,False,False,False
4,sensitivity,2,1,valence,midpoint_as_high,8,10,720,720,299,421,299,False,80,80,42,38,38,False,0.0,False,False,False
4,sensitivity,2,1,arousal,discard_midpoint,8,10,720,712,311,401,311,False,80,79,31,48,31,False,0.0125,False,False,False
4,sensitivity,2,1,arousal,midpoint_as_low,8,10,720,720,319,401,319,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,2,1,arousal,midpoint_as_high,8,10,720,720,311,409,311,False,80,80,31,49,31,False,0.0,False,False,False
4,sensitivity,2,2,valence,discard_midpoint,8,10,720,711,353,358,353,False,80,79,19,60,19,False,0.0125,False,False,False
4,sensitivity,2,2,valence,midpoint_as_low,8,10,720,720,362,358,358,False,80,80,20,60,20,False,0.0,False,False,False
